1;hai;wafu
6;mashairi;nathari
6;msichana;mvulana
6;tofauti;kujiunga
6;umaskini;utajiri
6;unaweza;hawawezi
6;kuficha;yatangaza
6;kusahau;kukumbuka
6;kushinda;kupoteza
6;kutoelewa;kuelewa
6;kuyeyuka;kufungia
7;wachache;wengi
7;wajinga;busara
7;akili;hawaelewi
7;faraja;usumbufu
7;haraka;polepole
7;hekima;upumbavu
7;kijana;msichana
7;kiongozi;mfuasi
7;kuanza;kumaliza
7;kuchukua;kuwapa
7;kuisha;kuangaza
7;kukusudia;ajali
7;kupanua;mkataba
7;kupata;kupoteza
7;kupoteza;kupata
7;kusaidia;kuzuia
7;makini;kutojali
7;mapema;marehemu
7;mbinguni;kuzimu
7;mkataba;kupanua
7;mpana;nyembamba
7;shwari;wasiwasi
7;tamaa;matumaini
7;wajanja;kijinga
7;kaskazini;kusini
7;kujenga;kuharibu
7;kukomaa;machanga
7;kukubali;kukataa
7;kupunguza;haraka
7;kuridhisha;adimu
7;kushuka;kukubali
7;kuwasili;aondoke
7;mashairi;nathari
7;msichana;mvulana
7;tofauti;kujiunga
7;umaskini;utajiri
7;unaweza;hawawezi
7;kuficha;yatangaza
7;kusahau;kukumbuka
7;kushinda;kupoteza
7;kutoelewa;kuelewa
7;kuyeyuka;kufungia
8;wachache;wengi
8;wajinga;busara
8;akili;hawaelewi
8;faraja;usumbufu
8;haraka;polepole
8;hekima;upumbavu
8;kijana;msichana
8;kiongozi;mfuasi
8;kuanza;kumaliza
8;kuchukua;kuwapa
8;kuisha;kuangaza
8;kukusudia;ajali
8;kupanua;mkataba
8;kupata;kupoteza
8;kupoteza;kupata
8;kusaidia;kuzuia
8;makini;kutojali
8;mapema;marehemu
8;mbinguni;kuzimu
8;mkataba;kupanua
8;mpana;nyembamba
8;shwari;wasiwasi
8;tamaa;matumaini
8;wajanja;kijinga
8;kaskazini;kusini
8;kujenga;kuharibu
8;kukomaa;machanga
8;kukubali;kukataa
8;kupunguza;haraka
8;kuridhisha;adimu
8;kushuka;kukubali
8;kuwasili;aondoke
8;mashairi;nathari
8;msichana;mvulana
8;tofauti;kujiunga
8;umaskini;utajiri
8;unaweza;hawawezi
8;kuficha;yatangaza
8;kusahau;kukumbuka
8;kushinda;kupoteza
8;kutoelewa;kuelewa
8;kuyeyuka;kufungia
9;wachache;wengi
9;wajinga;busara
9;akili;hawaelewi
9;faraja;usumbufu
9;haraka;polepole
9;hekima;upumbavu
9;kijana;msichana
9;kiongozi;mfuasi
9;kuanza;kumaliza
9;kuchukua;kuwapa
9;kuisha;kuangaza
9;kukusudia;ajali
9;kupanua;mkataba
9;kupata;kupoteza
9;kupoteza;kupata
9;kusaidia;kuzuia
9;makini;kutojali
9;mapema;marehemu
9;mbinguni;kuzimu
9;mkataba;kupanua
9;mpana;nyembamba
9;shwari;wasiwasi
9;tamaa;matumaini
9;wajanja;kijinga
9;kaskazini;kusini
9;kujenga;kuharibu
9;kukomaa;machanga
9;kukubali;kukataa
9;kupunguza;haraka
9;kuridhisha;adimu
9;kushuka;kukubali
9;kuwasili;aondoke
9;mashairi;nathari
9;msichana;mvulana
9;tofauti;kujiunga
9;umaskini;utajiri
9;unaweza;hawawezi
9;kuficha;yatangaza
9;kusahau;kukumbuka
9;kushinda;kupoteza
9;kutoelewa;kuelewa
9;kuyeyuka;kufungia
10;wachache;wengi
10;wajinga;busara
10;akili;hawaelewi
10;faraja;usumbufu
10;haraka;polepole
10;hekima;upumbavu
10;kijana;msichana
10;kiongozi;mfuasi
10;kuanza;kumaliza
10;kuchukua;kuwapa
10;kuisha;kuangaza
10;kukusudia;ajali
10;kupanua;mkataba
10;kupata;kupoteza
10;kupoteza;kupata
10;kusaidia;kuzuia
10;makini;kutojali
10;mapema;marehemu
10;mbinguni;kuzimu
10;mkataba;kupanua
10;mpana;nyembamba
10;shwari;wasiwasi
10;tamaa;matumaini
10;wajanja;kijinga
10;kaskazini;kusini
10;kujenga;kuharibu
10;kukomaa;machanga
10;kukubali;kukataa
10;kupunguza;haraka
10;kuridhisha;adimu
10;kushuka;kukubali
10;kuwasili;aondoke
10;mashairi;nathari
10;msichana;mvulana
10;tofauti;kujiunga
10;umaskini;utajiri
10;unaweza;hawawezi
10;kuficha;yatangaza
10;kusahau;kukumbuka
10;kushinda;kupoteza
10;kutoelewa;kuelewa
10;kuyeyuka;kufungia
