id,name,type,image,sound,phonemeSound
42,p,1,,eng/audio/p.ogg,eng/audio/p.ogg
43,q,1,,eng/audio/q.ogg,eng/audio/q.ogg
44,r,1,,eng/audio/r.ogg,eng/audio/r.ogg
45,s,1,,eng/audio/s.ogg,eng/audio/s.ogg
46,t,1,,eng/audio/t.ogg,eng/audio/t.ogg
47,u,1,,eng/audio/u.ogg,eng/audio/u.ogg
48,v,1,,eng/audio/v.ogg,eng/audio/v.ogg
49,w,1,,eng/audio/w.ogg,eng/audio/w.ogg
50,x,1,,eng/audio/x.ogg,eng/audio/x.ogg
51,y,1,,eng/audio/y.ogg,eng/audio/y.ogg
52,z,1,,eng/audio/z.ogg,eng/audio/z.ogg
53,accept,4,eng/image/accept.png,eng/audio/accept.ogg,eng/audio/accept.ogg
54,accident,4,eng/image/accident.png,eng/audio/accident.ogg,eng/audio/accident.ogg
55,account,4,eng/image/account.png,eng/audio/account.ogg,eng/audio/account.ogg
56,accused,4,eng/image/accused.png,eng/audio/accused.ogg,eng/audio/accused.ogg
57,accuser,4,eng/image/accuser.png,eng/audio/accuser.ogg,eng/audio/accuser.ogg
58,act,4,eng/image/act.png,eng/audio/act.ogg,eng/audio/act.ogg
59,action,4,eng/image/action.png,eng/audio/action.ogg,eng/audio/action.ogg
60,add,4,eng/image/add.png,eng/audio/add.ogg,eng/audio/add.ogg
61,address,4,eng/image/address.png,eng/audio/address.ogg,eng/audio/address.ogg
62,aeroplane,4,eng/image/aeroplane.png,eng/audio/aeroplane.ogg,eng/audio/aeroplane.ogg
63,against,4,eng/image/against.png,eng/audio/against.ogg,eng/audio/against.ogg
64,aged,4,eng/image/aged.png,eng/audio/aged.ogg,eng/audio/aged.ogg
65,agitator,4,eng/image/agitator.png,eng/audio/agitator.ogg,eng/audio/agitator.ogg
66,agree,4,eng/image/agree.png,eng/audio/agree.ogg,eng/audio/agree.ogg
67,aim,4,eng/image/aim.png,eng/audio/aim.ogg,eng/audio/aim.ogg
68,air,4,eng/image/air.png,eng/audio/air.ogg,eng/audio/air.ogg
69,album,4,eng/image/album.png,eng/audio/album.ogg,eng/audio/album.ogg
70,allow,4,eng/image/allow.png,eng/audio/allow.ogg,eng/audio/allow.ogg
71,ambassador,4,eng/image/ambassador.png,eng/audio/ambassador.ogg,eng/audio/ambassador.ogg
72,ancestor,4,eng/image/ancestor.png,eng/audio/ancestor.ogg,eng/audio/ancestor.ogg
73,anchor,4,eng/image/anchor.png,eng/audio/anchor.ogg,eng/audio/anchor.ogg
74,anger,4,eng/image/anger.png,eng/audio/anger.ogg,eng/audio/anger.ogg
75,angry,4,eng/image/angry.png,eng/audio/angry.ogg,eng/audio/angry.ogg
76,animal,4,eng/image/animal.png,eng/audio/animal.ogg,eng/audio/animal.ogg
77,animals,4,eng/image/animals.png,eng/audio/animals.ogg,eng/audio/animals.ogg
78,answer,4,eng/image/answer.png,eng/audio/answer.ogg,eng/audio/answer.ogg
79,answers,4,eng/image/answers.png,eng/audio/answers.ogg,eng/audio/answers.ogg
80,ant,4,eng/image/ant.png,eng/audio/ant.ogg,eng/audio/ant.ogg
81,apartment,4,eng/image/apartment.png,eng/audio/apartment.ogg,eng/audio/apartment.ogg
82,apparatus,4,eng/image/apparatus.png,eng/audio/apparatus.ogg,eng/audio/apparatus.ogg
83,appease,4,eng/image/appease.png,eng/audio/appease.ogg,eng/audio/appease.ogg
84,apple,4,eng/image/apple.png,eng/audio/apple.ogg,eng/audio/apple.ogg
85,appropriate,4,eng/image/appropriate.png,eng/audio/appropriate.ogg,eng/audio/appropriate.ogg
86,apron,4,eng/image/apron.png,eng/audio/apron.ogg,eng/audio/apron.ogg
87,archaic,4,eng/image/archaic.png,eng/audio/archaic.ogg,eng/audio/archaic.ogg
88,arm,4,eng/image/arm.png,eng/audio/arm.ogg,eng/audio/arm.ogg
89,armies,4,eng/image/armies.png,eng/audio/armies.ogg,eng/audio/armies.ogg
90,army,4,eng/image/army.png,eng/audio/army.ogg,eng/audio/army.ogg
91,arrangement,4,eng/image/arrangement.png,eng/audio/arrangement.ogg,eng/audio/arrangement.ogg
92,arrow,4,eng/image/arrow.png,eng/audio/arrow.ogg,eng/audio/arrow.ogg
93,article,4,eng/image/article.png,eng/audio/article.ogg,eng/audio/article.ogg
94,artist,4,eng/image/artist.png,eng/audio/artist.ogg,eng/audio/artist.ogg
95,ash,4,eng/image/ash.png,eng/audio/ash.ogg,eng/audio/ash.ogg
96,ashes,4,eng/image/ashes.png,eng/audio/ashes.ogg,eng/audio/ashes.ogg
97,assessment,4,eng/image/assessment.png,eng/audio/assessment.ogg,eng/audio/assessment.ogg
98,assistant,4,eng/image/assistant.png,eng/audio/assistant.ogg,eng/audio/assistant.ogg
99,astronomy,4,eng/image/astronomy.png,eng/audio/astronomy.ogg,eng/audio/astronomy.ogg
100,athletics,4,eng/image/athletics.png,eng/audio/athletics.ogg,eng/audio/athletics.ogg
101,aunt,4,eng/image/aunt.png,eng/audio/aunt.ogg,eng/audio/aunt.ogg
102,author,4,eng/image/author.png,eng/audio/author.ogg,eng/audio/author.ogg
103,authority,4,eng/image/authority.png,eng/audio/authority.ogg,eng/audio/authority.ogg
104,baboon,4,eng/image/baboon.png,eng/audio/baboon.ogg,eng/audio/baboon.ogg
105,back,4,eng/image/back.png,eng/audio/back.ogg,eng/audio/back.ogg
106,bag,4,eng/image/bag.png,eng/audio/bag.ogg,eng/audio/bag.ogg
107,bags,4,eng/image/bags.png,eng/audio/bags.ogg,eng/audio/bags.ogg
108,bald,4,eng/image/bald.png,eng/audio/bald.ogg,eng/audio/bald.ogg
109,ban,4,eng/image/ban.png,eng/audio/ban.ogg,eng/audio/ban.ogg
110,banana,4,eng/image/banana.png,eng/audio/banana.ogg,eng/audio/banana.ogg
111,band,4,eng/image/band.png,eng/audio/band.ogg,eng/audio/band.ogg
112,bank,4,eng/image/bank.png,eng/audio/bank.ogg,eng/audio/bank.ogg
113,bark,4,eng/image/bark.png,eng/audio/bark.ogg,eng/audio/bark.ogg
114,barrier,4,eng/image/barrier.png,eng/audio/barrier.ogg,eng/audio/barrier.ogg
115,basin,4,eng/image/basin.png,eng/audio/basin.ogg,eng/audio/basin.ogg
116,basket,4,eng/image/basket.png,eng/audio/basket.ogg,eng/audio/basket.ogg
117,bat,4,eng/image/bat.png,eng/audio/bat.ogg,eng/audio/bat.ogg
118,bean,4,eng/image/bean.png,eng/audio/bean.ogg,eng/audio/bean.ogg
119,beans,4,eng/image/beans.png,eng/audio/beans.ogg,eng/audio/beans.ogg
120,beat,4,eng/image/beat.png,eng/audio/beat.ogg,eng/audio/beat.ogg
121,bed,4,eng/image/bed.png,eng/audio/bed.ogg,eng/audio/bed.ogg
122,bedbug,4,eng/image/bedbug.png,eng/audio/bedbug.ogg,eng/audio/bedbug.ogg
123,bee,4,eng/image/bee.png,eng/audio/bee.ogg,eng/audio/bee.ogg
124,bell,4,eng/image/bell.png,eng/audio/bell.ogg,eng/audio/bell.ogg
125,benefit,4,eng/image/benefit.png,eng/audio/benefit.ogg,eng/audio/benefit.ogg
126,berry,4,eng/image/berry.png,eng/audio/berry.ogg,eng/audio/berry.ogg
127,better,4,eng/image/better.png,eng/audio/better.ogg,eng/audio/better.ogg
128,big,4,eng/image/big.png,eng/audio/big.ogg,eng/audio/big.ogg
129,billion,4,eng/image/billion.png,eng/audio/billion.ogg,eng/audio/billion.ogg
130,bin,4,eng/image/bin.png,eng/audio/bin.ogg,eng/audio/bin.ogg
131,bird,4,eng/image/bird.png,eng/audio/bird.ogg,eng/audio/bird.ogg
132,biscuit,4,eng/image/biscuit.png,eng/audio/biscuit.ogg,eng/audio/biscuit.ogg
133,blanket,4,eng/image/blanket.png,eng/audio/blanket.ogg,eng/audio/blanket.ogg
134,blessing,4,eng/image/blessing.png,eng/audio/blessing.ogg,eng/audio/blessing.ogg
135,blue,4,eng/image/blue.png,eng/audio/blue.ogg,eng/audio/blue.ogg
136,body,4,eng/image/body.png,eng/audio/body.ogg,eng/audio/body.ogg
137,boil,4,eng/image/boil.png,eng/audio/boil.ogg,eng/audio/boil.ogg
138,bomb,4,eng/image/bomb.png,eng/audio/bomb.ogg,eng/audio/bomb.ogg
139,bone,4,eng/image/bone.png,eng/audio/bone.ogg,eng/audio/bone.ogg
140,bones,4,eng/image/bones.png,eng/audio/bones.ogg,eng/audio/bones.ogg
141,book,4,eng/image/book.png,eng/audio/book.ogg,eng/audio/book.ogg
142,books,4,eng/image/books.png,eng/audio/books.ogg,eng/audio/books.ogg
143,bother,4,eng/image/bother.png,eng/audio/bother.ogg,eng/audio/bother.ogg
144,bottle,4,eng/image/bottle.png,eng/audio/bottle.ogg,eng/audio/bottle.ogg
145,bounce,4,eng/image/bounce.png,eng/audio/bounce.ogg,eng/audio/bounce.ogg
146,boundary,4,eng/image/boundary.png,eng/audio/boundary.ogg,eng/audio/boundary.ogg
147,bow,4,eng/image/bow.png,eng/audio/bow.ogg,eng/audio/bow.ogg
148,bowl,4,eng/image/bowl.png,eng/audio/bowl.ogg,eng/audio/bowl.ogg
149,boxer,4,eng/image/boxer.png,eng/audio/boxer.ogg,eng/audio/boxer.ogg
150,boy,4,eng/image/boy.png,eng/audio/boy.ogg,eng/audio/boy.ogg
151,boys,4,eng/image/boys.png,eng/audio/boys.ogg,eng/audio/boys.ogg
152,brain,4,eng/image/brain.png,eng/audio/brain.ogg,eng/audio/brain.ogg
153,branch,4,eng/image/branch.png,eng/audio/branch.ogg,eng/audio/branch.ogg
154,branches,4,eng/image/branches.png,eng/audio/branches.ogg,eng/audio/branches.ogg
155,bravery,4,eng/image/bravery.png,eng/audio/bravery.ogg,eng/audio/bravery.ogg
156,bread,4,eng/image/bread.png,eng/audio/bread.ogg,eng/audio/bread.ogg
157,bucket,4,eng/image/bucket.png,eng/audio/bucket.ogg,eng/audio/bucket.ogg
158,budget,4,eng/image/budget.png,eng/audio/budget.ogg,eng/audio/budget.ogg
159,buffalo,4,eng/image/buffalo.png,eng/audio/buffalo.ogg,eng/audio/buffalo.ogg
160,building,4,eng/image/building.png,eng/audio/building.ogg,eng/audio/building.ogg
161,buildings,4,eng/image/buildings.png,eng/audio/buildings.ogg,eng/audio/buildings.ogg
162,bulb,4,eng/image/bulb.png,eng/audio/bulb.ogg,eng/audio/bulb.ogg
163,burn,4,eng/image/burn.png,eng/audio/burn.ogg,eng/audio/burn.ogg
164,bush,4,eng/image/bush.png,eng/audio/bush.ogg,eng/audio/bush.ogg
165,button,4,eng/image/button.png,eng/audio/button.ogg,eng/audio/button.ogg
166,cabbage,4,eng/image/cabbage.png,eng/audio/cabbage.ogg,eng/audio/cabbage.ogg
167,cafe,4,eng/image/cafe.png,eng/audio/cafe.ogg,eng/audio/cafe.ogg
168,cake,4,eng/image/cake.png,eng/audio/cake.ogg,eng/audio/cake.ogg
169,call,4,eng/image/call.png,eng/audio/call.ogg,eng/audio/call.ogg
170,camel,4,eng/image/camel.png,eng/audio/camel.ogg,eng/audio/camel.ogg
171,camera,4,eng/image/camera.png,eng/audio/camera.ogg,eng/audio/camera.ogg
172,camp,4,eng/image/camp.png,eng/audio/camp.ogg,eng/audio/camp.ogg
173,cancel,4,eng/image/cancel.png,eng/audio/cancel.ogg,eng/audio/cancel.ogg
174,cancer,4,eng/image/cancer.png,eng/audio/cancer.ogg,eng/audio/cancer.ogg
175,candle,4,eng/image/candle.png,eng/audio/candle.ogg,eng/audio/candle.ogg
176,cane,4,eng/image/cane.png,eng/audio/cane.ogg,eng/audio/cane.ogg
177,canoe,4,eng/image/canoe.png,eng/audio/canoe.ogg,eng/audio/canoe.ogg
178,cap,4,eng/image/cap.png,eng/audio/cap.ogg,eng/audio/cap.ogg
179,car,4,eng/image/car.png,eng/audio/car.ogg,eng/audio/car.ogg
180,carbon,4,eng/image/carbon.png,eng/audio/carbon.ogg,eng/audio/carbon.ogg
181,card,4,eng/image/card.png,eng/audio/card.ogg,eng/audio/card.ogg
182,carefully,4,eng/image/carefully.png,eng/audio/carefully.ogg,eng/audio/carefully.ogg
183,carpenter,4,eng/image/carpenter.png,eng/audio/carpenter.ogg,eng/audio/carpenter.ogg
184,cart,4,eng/image/cart.png,eng/audio/cart.ogg,eng/audio/cart.ogg
185,case,4,eng/image/case.png,eng/audio/case.ogg,eng/audio/case.ogg
186,cassette,4,eng/image/cassette.png,eng/audio/cassette.ogg,eng/audio/cassette.ogg
187,cat,4,eng/image/cat.png,eng/audio/cat.ogg,eng/audio/cat.ogg
188,celebration,4,eng/image/celebration.png,eng/audio/celebration.ogg,eng/audio/celebration.ogg
189,certificate,4,eng/image/certificate.png,eng/audio/certificate.ogg,eng/audio/certificate.ogg
190,chain,4,eng/image/chain.png,eng/audio/chain.ogg,eng/audio/chain.ogg
191,chair,4,eng/image/chair.png,eng/audio/chair.ogg,eng/audio/chair.ogg
192,champion,4,eng/image/champion.png,eng/audio/champion.ogg,eng/audio/champion.ogg
193,charcoal,4,eng/image/charcoal.png,eng/audio/charcoal.ogg,eng/audio/charcoal.ogg
194,charge,4,eng/image/charge.png,eng/audio/charge.ogg,eng/audio/charge.ogg
195,chart,4,eng/image/chart.png,eng/audio/chart.ogg,eng/audio/chart.ogg
196,cheerful,4,eng/image/cheerful.png,eng/audio/cheerful.ogg,eng/audio/cheerful.ogg
197,cheese,4,eng/image/cheese.png,eng/audio/cheese.ogg,eng/audio/cheese.ogg
198,chemistry,4,eng/image/chemistry.png,eng/audio/chemistry.ogg,eng/audio/chemistry.ogg
199,chess,4,eng/image/chess.png,eng/audio/chess.ogg,eng/audio/chess.ogg
200,chest,4,eng/image/chest.png,eng/audio/chest.ogg,eng/audio/chest.ogg
201,chick,4,eng/image/chick.png,eng/audio/chick.ogg,eng/audio/chick.ogg
202,chicken,4,eng/image/chicken.png,eng/audio/chicken.ogg,eng/audio/chicken.ogg
203,chief,4,eng/image/chief.png,eng/audio/chief.ogg,eng/audio/chief.ogg
204,child,4,eng/image/child.png,eng/audio/child.ogg,eng/audio/child.ogg
205,children,4,eng/image/children.png,eng/audio/children.ogg,eng/audio/children.ogg
206,chocolate,4,eng/image/chocolate.png,eng/audio/chocolate.ogg,eng/audio/chocolate.ogg
207,choice,4,eng/image/choice.png,eng/audio/choice.ogg,eng/audio/choice.ogg
208,choir,4,eng/image/choir.png,eng/audio/choir.ogg,eng/audio/choir.ogg
209,christmas,4,eng/image/christmas.png,eng/audio/christmas.ogg,eng/audio/christmas.ogg
210,church,4,eng/image/church.png,eng/audio/church.ogg,eng/audio/church.ogg
211,cigarette,4,eng/image/cigarette.png,eng/audio/cigarette.ogg,eng/audio/cigarette.ogg
212,citizen,4,eng/image/citizen.png,eng/audio/citizen.ogg,eng/audio/citizen.ogg
213,city,4,eng/image/city.png,eng/audio/city.ogg,eng/audio/city.ogg
214,clamp,4,eng/image/clamp.png,eng/audio/clamp.ogg,eng/audio/clamp.ogg
215,classroom,4,eng/image/classroom.png,eng/audio/classroom.ogg,eng/audio/classroom.ogg
216,clean,4,eng/image/clean.png,eng/audio/clean.ogg,eng/audio/clean.ogg
217,cleanliness,4,eng/image/cleanliness.png,eng/audio/cleanliness.ogg,eng/audio/cleanliness.ogg
218,clinic,4,eng/image/clinic.png,eng/audio/clinic.ogg,eng/audio/clinic.ogg
219,cloud,4,eng/image/cloud.png,eng/audio/cloud.ogg,eng/audio/cloud.ogg
220,clown,4,eng/image/clown.png,eng/audio/clown.ogg,eng/audio/clown.ogg
221,club,4,eng/image/club.png,eng/audio/club.ogg,eng/audio/club.ogg
222,clue,4,eng/image/clue.png,eng/audio/clue.ogg,eng/audio/clue.ogg
223,coach,4,eng/image/coach.png,eng/audio/coach.ogg,eng/audio/coach.ogg
224,coast,4,eng/image/coast.png,eng/audio/coast.ogg,eng/audio/coast.ogg
225,coat,4,eng/image/coat.png,eng/audio/coat.ogg,eng/audio/coat.ogg
226,cock,4,eng/image/cock.png,eng/audio/cock.ogg,eng/audio/cock.ogg
227,cockroach,4,eng/image/cockroach.png,eng/audio/cockroach.ogg,eng/audio/cockroach.ogg
228,coconut,4,eng/image/coconut.png,eng/audio/coconut.ogg,eng/audio/coconut.ogg
229,coffee,4,eng/image/coffee.png,eng/audio/coffee.ogg,eng/audio/coffee.ogg
230,coin,4,eng/image/coin.png,eng/audio/coin.ogg,eng/audio/coin.ogg
231,cold,4,eng/image/cold.png,eng/audio/cold.ogg,eng/audio/cold.ogg
232,collaboration,4,eng/image/collaboration.png,eng/audio/collaboration.ogg,eng/audio/collaboration.ogg
233,command,4,eng/image/command.png,eng/audio/command.ogg,eng/audio/command.ogg
234,commander,4,eng/image/commander.png,eng/audio/commander.ogg,eng/audio/commander.ogg
235,commission,4,eng/image/commission.png,eng/audio/commission.ogg,eng/audio/commission.ogg
236,commissioner,4,eng/image/commissioner.png,eng/audio/commissioner.ogg,eng/audio/commissioner.ogg
237,committee,4,eng/image/committee.png,eng/audio/committee.ogg,eng/audio/committee.ogg
238,communication,4,eng/image/communication.png,eng/audio/communication.ogg,eng/audio/communication.ogg
239,community,4,eng/image/community.png,eng/audio/community.ogg,eng/audio/community.ogg
240,company,4,eng/image/company.png,eng/audio/company.ogg,eng/audio/company.ogg
241,compass,4,eng/image/compass.png,eng/audio/compass.ogg,eng/audio/compass.ogg
242,complaint,4,eng/image/complaint.png,eng/audio/complaint.ogg,eng/audio/complaint.ogg
243,complete,4,eng/image/complete.png,eng/audio/complete.ogg,eng/audio/complete.ogg
244,compound,4,eng/image/compound.png,eng/audio/compound.ogg,eng/audio/compound.ogg
245,computer,4,eng/image/computer.png,eng/audio/computer.ogg,eng/audio/computer.ogg
246,conductor,4,eng/image/conductor.png,eng/audio/conductor.ogg,eng/audio/conductor.ogg
247,confuse,4,eng/image/confuse.png,eng/audio/confuse.ogg,eng/audio/confuse.ogg
248,congratulation,4,eng/image/congratulation.png,eng/audio/congratulation.ogg,eng/audio/congratulation.ogg
249,contest,4,eng/image/contest.png,eng/audio/contest.ogg,eng/audio/contest.ogg
250,contestant,4,eng/image/contestant.png,eng/audio/contestant.ogg,eng/audio/contestant.ogg
251,contract,4,eng/image/contract.png,eng/audio/contract.ogg,eng/audio/contract.ogg
252,cook,4,eng/image/cook.png,eng/audio/cook.ogg,eng/audio/cook.ogg
253,copper,4,eng/image/copper.png,eng/audio/copper.ogg,eng/audio/copper.ogg
254,copy,4,eng/image/copy.png,eng/audio/copy.ogg,eng/audio/copy.ogg
255,corner,4,eng/image/corner.png,eng/audio/corner.ogg,eng/audio/corner.ogg
256,correction,4,eng/image/correction.png,eng/audio/correction.ogg,eng/audio/correction.ogg
257,cost,4,eng/image/cost.png,eng/audio/cost.ogg,eng/audio/cost.ogg
258,cot,4,eng/image/cot.png,eng/audio/cot.ogg,eng/audio/cot.ogg
259,cotton,4,eng/image/cotton.png,eng/audio/cotton.ogg,eng/audio/cotton.ogg
260,cough,4,eng/image/cough.png,eng/audio/cough.ogg,eng/audio/cough.ogg
261,court,4,eng/image/court.png,eng/audio/court.ogg,eng/audio/court.ogg
262,cousin,4,eng/image/cousin.png,eng/audio/cousin.ogg,eng/audio/cousin.ogg
263,crack,4,eng/image/crack.png,eng/audio/crack.ogg,eng/audio/crack.ogg
264,crawl,4,eng/image/crawl.png,eng/audio/crawl.ogg,eng/audio/crawl.ogg
265,crease,4,eng/image/crease.png,eng/audio/crease.ogg,eng/audio/crease.ogg
266,creation,4,eng/image/creation.png,eng/audio/creation.ogg,eng/audio/creation.ogg
267,credit,4,eng/image/credit.png,eng/audio/credit.ogg,eng/audio/credit.ogg
268,crime,4,eng/image/crime.png,eng/audio/crime.ogg,eng/audio/crime.ogg
269,criminal,4,eng/image/criminal.png,eng/audio/criminal.ogg,eng/audio/criminal.ogg
270,crocodile,4,eng/image/crocodile.png,eng/audio/crocodile.ogg,eng/audio/crocodile.ogg
271,cross,4,eng/image/cross.png,eng/audio/cross.ogg,eng/audio/cross.ogg
272,crow,4,eng/image/crow.png,eng/audio/crow.ogg,eng/audio/crow.ogg
273,crowd,4,eng/image/crowd.png,eng/audio/crowd.ogg,eng/audio/crowd.ogg
274,crown,4,eng/image/crown.png,eng/audio/crown.ogg,eng/audio/crown.ogg
275,cry,4,eng/image/cry.png,eng/audio/cry.ogg,eng/audio/cry.ogg
276,cup,4,eng/image/cup.png,eng/audio/cup.ogg,eng/audio/cup.ogg
277,cupboard,4,eng/image/cupboard.png,eng/audio/cupboard.ogg,eng/audio/cupboard.ogg
278,cups,4,eng/image/cups.png,eng/audio/cups.ogg,eng/audio/cups.ogg
279,currency,4,eng/image/currency.png,eng/audio/currency.ogg,eng/audio/currency.ogg
280,curse,4,eng/image/curse.png,eng/audio/curse.ogg,eng/audio/curse.ogg
281,customer,4,eng/image/customer.png,eng/audio/customer.ogg,eng/audio/customer.ogg
282,cute,4,eng/image/cute.png,eng/audio/cute.ogg,eng/audio/cute.ogg
283,daisy,4,eng/image/daisy.png,eng/audio/daisy.ogg,eng/audio/daisy.ogg
284,dancer,4,eng/image/dancer.png,eng/audio/dancer.ogg,eng/audio/dancer.ogg
285,daughter,4,eng/image/daughter.png,eng/audio/daughter.ogg,eng/audio/daughter.ogg
286,day,4,eng/image/day.png,eng/audio/day.ogg,eng/audio/day.ogg
287,death,4,eng/image/death.png,eng/audio/death.ogg,eng/audio/death.ogg
288,debate,4,eng/image/debate.png,eng/audio/debate.ogg,eng/audio/debate.ogg
289,deer,4,eng/image/deer.png,eng/audio/deer.ogg,eng/audio/deer.ogg
290,defender,4,eng/image/defender.png,eng/audio/defender.ogg,eng/audio/defender.ogg
291,degree,4,eng/image/degree.png,eng/audio/degree.ogg,eng/audio/degree.ogg
292,democracy,4,eng/image/democracy.png,eng/audio/democracy.ogg,eng/audio/democracy.ogg
293,deny,4,eng/image/deny.png,eng/audio/deny.ogg,eng/audio/deny.ogg
294,department,4,eng/image/department.png,eng/audio/department.ogg,eng/audio/department.ogg
295,desert,4,eng/image/desert.png,eng/audio/desert.ogg,eng/audio/desert.ogg
296,desire,4,eng/image/desire.png,eng/audio/desire.ogg,eng/audio/desire.ogg
297,desk,4,eng/image/desk.png,eng/audio/desk.ogg,eng/audio/desk.ogg
298,dial,4,eng/image/dial.png,eng/audio/dial.ogg,eng/audio/dial.ogg
299,diameter,4,eng/image/diameter.png,eng/audio/diameter.ogg,eng/audio/diameter.ogg
300,diamond,4,eng/image/diamond.png,eng/audio/diamond.ogg,eng/audio/diamond.ogg
301,dictionary,4,eng/image/dictionary.png,eng/audio/dictionary.ogg,eng/audio/dictionary.ogg
302,dip,4,eng/image/dip.png,eng/audio/dip.ogg,eng/audio/dip.ogg
303,direction,4,eng/image/direction.png,eng/audio/direction.ogg,eng/audio/direction.ogg
304,director,4,eng/image/director.png,eng/audio/director.ogg,eng/audio/director.ogg
305,dirt,4,eng/image/dirt.png,eng/audio/dirt.ogg,eng/audio/dirt.ogg
306,disaster,4,eng/image/disaster.png,eng/audio/disaster.ogg,eng/audio/disaster.ogg
307,discuss,4,eng/image/discuss.png,eng/audio/discuss.ogg,eng/audio/discuss.ogg
308,discussion,4,eng/image/discussion.png,eng/audio/discussion.ogg,eng/audio/discussion.ogg
309,disease,4,eng/image/disease.png,eng/audio/disease.ogg,eng/audio/disease.ogg
310,disorder,4,eng/image/disorder.png,eng/audio/disorder.ogg,eng/audio/disorder.ogg
311,distance,4,eng/image/distance.png,eng/audio/distance.ogg,eng/audio/distance.ogg
312,division,4,eng/image/division.png,eng/audio/division.ogg,eng/audio/division.ogg
313,doctor,4,eng/image/doctor.png,eng/audio/doctor.ogg,eng/audio/doctor.ogg
314,dog,4,eng/image/dog.png,eng/audio/dog.ogg,eng/audio/dog.ogg
315,dollar,4,eng/image/dollar.png,eng/audio/dollar.ogg,eng/audio/dollar.ogg
316,donation,4,eng/image/donation.png,eng/audio/donation.ogg,eng/audio/donation.ogg
317,donkey,4,eng/image/donkey.png,eng/audio/donkey.ogg,eng/audio/donkey.ogg
318,door,4,eng/image/door.png,eng/audio/door.ogg,eng/audio/door.ogg
319,doughnut,4,eng/image/doughnut.png,eng/audio/doughnut.ogg,eng/audio/doughnut.ogg
320,down,4,eng/image/down.png,eng/audio/down.ogg,eng/audio/down.ogg
321,dozen,4,eng/image/dozen.png,eng/audio/dozen.ogg,eng/audio/dozen.ogg
322,draft,4,eng/image/draft.png,eng/audio/draft.ogg,eng/audio/draft.ogg
323,drink,4,eng/image/drink.png,eng/audio/drink.ogg,eng/audio/drink.ogg
324,driver,4,eng/image/driver.png,eng/audio/driver.ogg,eng/audio/driver.ogg
325,drop,4,eng/image/drop.png,eng/audio/drop.ogg,eng/audio/drop.ogg
326,drought,4,eng/image/drought.png,eng/audio/drought.ogg,eng/audio/drought.ogg
327,drug,4,eng/image/drug.png,eng/audio/drug.ogg,eng/audio/drug.ogg
328,drum,4,eng/image/drum.png,eng/audio/drum.ogg,eng/audio/drum.ogg
329,dry,4,eng/image/dry.png,eng/audio/dry.ogg,eng/audio/dry.ogg
330,duck,4,eng/image/duck.png,eng/audio/duck.ogg,eng/audio/duck.ogg
331,dump,4,eng/image/dump.png,eng/audio/dump.ogg,eng/audio/dump.ogg
