id,lessonId,seq,subjectUnitId,objectUnitId,highlight
1086,86,8,34,470,
1087,86,9,31,369,
1088,86,10,32,422,
1089,86,11,33,445,
109,11,6,19,856,
1090,86,12,34,474,
1091,87,1,35,526,
1092,87,2,36,538,
1093,87,3,37,545,
1094,87,4,38,579,
1095,87,5,39,621,
1096,87,6,35,527,
1097,87,7,36,539,
1098,87,8,37,543,
1099,87,9,38,550,
11,2,3,11,11,
110,11,7,20,981,
1100,87,10,39,624,
1101,87,11,35,523,
1102,87,12,36,532,
1103,87,13,37,541,
1104,87,14,38,562,
1105,87,15,39,625,
1106,88,1,40,656,
1107,88,2,41,671,
1108,88,3,42,727,
1109,88,4,43,770,
111,11,8,21,1035,
1110,88,5,40,658,
1111,88,6,41,672,
1112,88,7,42,729,
1113,88,8,43,768,
1114,88,9,40,652,
1115,88,10,41,684,
1116,88,11,42,733,
1117,88,12,43,766,
1118,89,1,44,799,
1119,89,2,45,869,
112,11,9,18,821,
1120,89,3,46,997,
1121,89,4,47,1034,
1122,89,5,44,815,
1123,89,6,45,871,
1124,89,7,46,1000,
1125,89,8,47,1038,
1126,89,9,44,788,
1127,89,10,45,876,
1128,89,11,46,1001,
1129,89,12,47,1036,
113,11,10,19,879,
1130,90,1,48,1042,
1131,90,2,49,1054,
1132,90,3,50,1084,
1133,90,4,51,1090,
1134,90,5,52,1091,
1135,90,6,48,1043,
1136,90,7,49,1056,
1137,90,8,50,1084,
1138,90,9,51,1087,
1139,90,10,52,1091,
114,11,11,20,1003,
1140,90,11,48,1045,
1141,90,12,49,1060,
1142,90,13,50,1084,
1143,90,14,51,1089,
1144,90,15,52,1091,
1145,91,1,1,82,
1146,91,2,2,127,
1147,91,3,3,223,
1148,91,4,4,316,
1149,91,5,1,98,
115,11,12,21,1033,
1150,91,6,2,143,
1151,91,7,3,224,
1152,91,8,4,319,
1153,91,9,1,99,
1154,91,10,2,144,
1155,91,11,3,260,
1156,91,12,4,292,
1157,92,1,5,354,
1158,92,2,6,423,
1159,92,3,7,446,
116,12,1,22,1043,
1160,92,4,8,484,
1161,92,5,5,333,
1162,92,6,6,379,
1163,92,7,7,447,
1164,92,8,8,508,
1165,92,9,5,336,
1166,92,10,6,382,
1167,92,11,7,448,
1168,92,12,8,510,
1169,93,1,9,511,
117,12,2,23,1061,
1170,93,2,10,536,
1171,93,3,11,542,
1172,93,4,12,568,
1173,93,5,13,627,
1174,93,6,9,512,
1175,93,7,10,535,
1176,93,8,11,546,
1177,93,9,12,569,
1178,93,10,13,632,
1179,93,11,9,516,
118,12,3,24,1084,
1180,93,12,10,533,
1181,93,13,11,544,
1182,93,14,12,578,
1183,93,15,13,636,
1184,94,1,14,654,
1185,94,2,15,674,
1186,94,3,16,742,
1187,94,4,17,767,
1188,94,5,14,646,
1189,94,6,15,673,
119,12,4,25,1088,
1190,94,7,16,746,
1191,94,8,17,769,
1192,94,9,14,649,
1193,94,10,15,677,
1194,94,11,16,756,
1195,94,12,17,770,
1196,95,1,18,792,
1197,95,2,19,881,
1198,95,3,20,1007,
1199,95,4,21,1037,
12,2,4,12,12,
120,12,5,26,1091,
1200,95,5,18,793,
1201,95,6,19,884,
1202,95,7,20,1009,
1203,95,8,21,1035,
1204,95,9,18,795,
1205,95,10,19,885,
1206,95,11,20,1010,
1207,95,12,21,1033,
1208,96,1,22,1041,
1209,96,2,23,1063,
121,12,6,22,1045,
1210,96,3,24,1084,
1211,96,4,25,1088,
1212,96,5,26,1091,
1213,96,6,22,1047,
1214,96,7,23,1065,
1215,96,8,24,1084,
1216,96,9,25,1085,
1217,96,10,26,1091,
1218,96,11,22,1040,
1219,96,12,23,1067,
122,12,7,23,1050,
1220,96,13,24,1084,
1221,96,14,25,1086,
1222,96,15,26,1091,
1223,97,1,27,100,
1224,97,2,28,145,
1225,97,3,29,261,
1226,97,4,30,303,
1227,97,5,27,103,
1228,97,6,28,153,
1229,97,7,29,263,
123,12,8,24,1084,
1230,97,8,30,294,
1231,97,9,27,71,
1232,97,10,28,157,
1233,97,11,29,264,
1234,97,12,30,301,
1235,98,1,31,349,
1236,98,2,32,403,
1237,98,3,33,461,
1238,98,4,34,472,
1239,98,5,31,372,
124,12,9,25,1085,
1240,98,6,32,410,
1241,98,7,33,432,
1242,98,8,34,483,
1243,98,9,31,338,
1244,98,10,32,415,
1245,98,11,33,455,
1246,98,12,34,489,
1247,99,1,35,522,
1248,99,2,36,534,
1249,99,3,37,545,
125,12,10,26,1091,
1250,99,4,38,581,
1251,99,5,39,588,
1252,99,6,35,530,
1253,99,7,36,537,
1254,99,8,37,543,
1255,99,9,38,549,
1256,99,10,39,605,
1257,99,11,35,531,
1258,99,12,36,540,
1259,99,13,37,541,
126,12,11,22,1041,
1260,99,14,38,556,
1261,99,15,39,611,
1262,100,1,40,650,
1263,100,2,41,681,
1264,100,3,42,761,
1265,100,4,43,768,
1266,100,5,40,653,
1267,100,6,41,670,
1268,100,7,42,762,
1269,100,8,43,766,
127,12,12,23,1052,
1270,100,9,40,657,
1271,100,10,41,678,
1272,100,11,42,764,
1273,100,12,43,767,
1274,101,1,44,784,
1275,101,2,45,886,
1276,101,3,46,1025,
1277,101,4,47,1034,
1278,101,5,44,794,
1279,101,6,45,887,
128,12,13,24,1084,
1280,101,7,46,1029,
1281,101,8,47,1038,
1282,101,9,44,790,
1283,101,10,45,888,
1284,101,11,46,1030,
1285,101,12,47,1036,
1286,102,1,48,1048,
1287,102,2,49,1072,
1288,102,3,50,1084,
1289,102,4,51,1090,
129,12,14,25,1086,
1290,102,5,52,1091,
1291,102,6,48,1039,
1292,102,7,49,1076,
1293,102,8,50,1084,
1294,102,9,51,1087,
1295,102,10,52,1091,
1296,102,11,48,1044,
1297,102,12,49,1079,
1298,102,13,50,1084,
1299,102,14,51,1089,
13,2,5,13,13,
130,12,15,26,1091,
1300,102,15,52,1091,
1301,103,1,1,97,
1302,103,2,2,158,
1303,103,3,3,268,
1304,103,4,4,308,
1305,103,5,1,85,
1306,103,6,2,165,
1307,103,7,3,271,
1308,103,8,4,286,
1309,103,9,1,91,
131,13,1,27,68,
1310,103,10,2,114,
1311,103,11,3,273,
1312,103,12,4,302,
1313,104,1,5,360,
1314,104,2,6,424,
1315,104,3,7,456,
1316,104,4,8,496,
1317,104,5,5,363,
1318,104,6,6,389,
1319,104,7,7,457,
132,13,2,28,121,
1320,104,8,8,501,
1321,104,9,5,332,
1322,104,10,6,398,
1323,104,11,7,458,
1324,104,12,8,466,
1325,105,1,9,513,
1326,105,2,10,538,
1327,105,3,11,542,
1328,105,4,12,563,
1329,105,5,13,612,
133,13,3,29,258,
1330,105,6,9,517,
1331,105,7,10,539,
1332,105,8,11,546,
1333,105,9,12,565,
1334,105,10,13,622,
1335,105,11,9,529,
1336,105,12,10,532,
1337,105,13,11,544,
1338,105,14,12,572,
1339,105,15,13,630,
134,13,4,30,329,
1340,106,1,14,659,
1341,106,2,15,680,
1342,106,3,16,689,
1343,106,4,17,769,
1344,106,5,14,663,
1345,106,6,15,682,
1346,106,7,16,703,
1347,106,8,17,770,
1348,106,9,14,664,
1349,106,10,15,667,
135,13,5,27,80,
1350,106,11,16,708,
1351,106,12,17,768,
1352,107,1,18,800,
1353,107,2,19,894,
1354,107,3,20,975,
1355,107,4,21,1037,
1356,107,5,18,801,
1357,107,6,19,897,
1358,107,7,20,986,
1359,107,8,21,1035,
136,13,6,28,123,
1360,107,9,18,785,
1361,107,10,19,898,
1362,107,11,20,990,
1363,107,12,21,1033,
1364,108,1,22,1046,
1365,108,2,23,1049,
1366,108,3,24,1084,
1367,108,4,25,1088,
1368,108,5,26,1091,
1369,108,6,22,1042,
137,13,7,29,275,
1370,108,7,23,1058,
1371,108,8,24,1084,
1372,108,9,25,1085,
1373,108,10,26,1091,
1374,108,11,22,1043,
1375,108,12,23,1066,
1376,108,13,24,1084,
1377,108,14,25,1086,
1378,108,15,26,1091,
1379,109,1,27,58,
138,13,8,30,289,
1380,109,2,28,125,
1381,109,3,29,274,
1382,109,4,30,314,
1383,109,5,27,60,
1384,109,6,28,129,
1385,109,7,29,280,
1386,109,8,30,329,
1387,109,9,27,67,
1388,109,10,28,132,
1389,109,11,29,171,
139,13,9,27,88,
1390,109,12,30,289,
1391,110,1,31,335,
1392,110,2,32,384,
1393,110,3,33,460,
1394,110,4,34,467,
1395,110,5,31,340,
1396,110,6,32,401,
1397,110,7,33,463,
1398,110,8,34,469,
1399,110,9,31,348,
14,2,6,14,14,
140,13,10,28,128,
1400,110,10,32,402,
1401,110,11,33,464,
1402,110,12,34,473,
1403,111,1,35,515,
1404,111,2,36,536,
1405,111,3,37,545,
1406,111,4,38,573,
1407,111,5,39,638,
1408,111,6,35,518,
1409,111,7,36,535,
141,13,11,29,276,
1410,111,8,37,543,
1411,111,9,38,577,
1412,111,10,39,640,
1413,111,11,35,519,
1414,111,12,36,533,
1415,111,13,37,541,
1416,111,14,38,580,
1417,111,15,39,645,
1418,112,1,40,647,
1419,112,2,41,675,
142,13,12,30,293,
1420,112,3,42,712,
1421,112,4,43,766,
1422,112,5,40,661,
1423,112,6,41,676,
1424,112,7,42,713,
1425,112,8,43,767,
1426,112,9,40,665,
1427,112,10,41,683,
1428,112,11,42,714,
1429,112,12,43,769,
143,14,1,31,372,
1430,113,1,44,798,
1431,113,2,45,899,
1432,113,3,46,994,
1433,113,4,47,1034,
1434,113,5,44,797,
1435,113,6,45,902,
1436,113,7,46,998,
1437,113,8,47,1038,
1438,113,9,44,778,
1439,113,10,45,904,
144,14,2,32,419,
1440,113,11,46,1016,
1441,113,12,47,1036,
1442,114,1,48,1045,
1443,114,2,49,1074,
1444,114,3,50,1084,
1445,114,4,51,1090,
1446,114,5,52,1091,
1447,114,6,48,1041,
1448,114,7,49,1078,
1449,114,8,50,1084,
145,14,3,33,440,
1450,114,9,51,1087,
1451,114,10,52,1091,
1452,114,11,48,1047,
1453,114,12,49,1080,
1454,114,13,50,1084,
1455,114,14,51,1089,
1456,114,15,52,1091,
1457,115,1,1,68,
1458,115,2,2,133,
1459,115,3,3,173,
146,14,4,34,496,
1460,115,4,4,293,
1461,115,5,1,80,
1462,115,6,2,155,
1463,115,7,3,174,
1464,115,8,4,297,
1465,115,9,1,88,
1466,115,10,2,159,
1467,115,11,3,175,
1468,115,12,4,298,
1469,116,1,5,350,
147,14,5,31,338,
1470,116,2,6,425,
1471,116,3,7,449,
1472,116,4,8,480,
1473,116,5,5,353,
1474,116,6,6,378,
1475,116,7,7,459,
1476,116,8,8,482,
1477,116,9,5,358,
1478,116,10,6,380,
1479,116,11,7,462,
148,14,6,32,429,
1480,116,12,8,485,
1481,117,1,9,525,
1482,117,2,10,534,
1483,117,3,11,542,
1484,117,4,12,583,
1485,117,5,13,617,
1486,117,6,9,514,
1487,117,7,10,537,
1488,117,8,11,546,
1489,117,9,12,558,
149,14,7,33,442,
1490,117,10,13,619,
1491,117,11,9,520,
1492,117,12,10,540,
1493,117,13,11,544,
1494,117,14,12,570,
1495,117,15,13,641,
1496,118,1,14,666,
1497,118,2,15,669,
1498,118,3,16,726,
1499,118,4,17,770,
15,2,7,15,15,
150,14,8,34,501,
1500,118,5,14,648,
1501,118,6,15,668,
1502,118,7,16,740,
1503,118,8,17,768,
1504,118,9,14,660,
1505,118,10,15,679,
1506,118,11,16,744,
1507,118,12,17,766,
1508,119,1,18,819,
1509,119,2,19,908,
151,14,9,31,360,
1510,119,3,20,1027,
1511,119,4,21,1037,
1512,119,5,18,821,
1513,119,6,19,909,
1514,119,7,20,995,
1515,119,8,21,1035,
1516,119,9,18,822,
1517,119,10,19,919,
1518,119,11,20,1014,
1519,119,12,21,1033,
152,14,10,32,375,
1520,120,1,22,1040,
1521,120,2,23,1082,
1522,120,3,24,1084,
1523,120,4,25,1088,
1524,120,5,26,1091,
1525,120,6,22,1048,
1526,120,7,23,1083,
1527,120,8,24,1084,
1528,120,9,25,1085,
1529,120,10,26,1091,
153,14,11,33,445,
1530,120,11,22,1039,
1531,120,12,23,1051,
1532,120,13,24,1084,
1533,120,14,25,1086,
1534,120,15,26,1091,
1535,121,1,27,95,
1536,121,2,28,134,
1537,121,3,29,180,
1538,121,4,30,305,
1539,121,5,27,64,
154,14,12,34,466,
1540,121,6,28,146,
1541,121,7,29,194,
1542,121,8,30,318,
1543,121,9,27,90,
1544,121,10,28,154,
1545,121,11,29,197,
1546,121,12,30,320,
1547,122,1,31,362,
1548,122,2,32,411,
1549,122,3,33,465,
155,15,1,35,522,
1550,122,4,34,486,
1551,122,5,31,371,
1552,122,6,32,419,
1553,122,7,33,431,
1554,122,8,34,490,
1555,122,9,31,339,
1556,122,10,32,429,
1557,122,11,33,433,
1558,122,12,34,492,
1559,123,1,35,528,
156,15,2,36,538,
1560,123,2,36,538,
1561,123,3,37,545,
1562,123,4,38,576,
1563,123,5,39,589,
1564,123,6,35,521,
1565,123,7,36,539,
1566,123,8,37,543,
1567,123,9,38,582,
1568,123,10,39,609,
1569,123,11,35,524,
157,15,3,37,545,
1570,123,12,36,532,
1571,123,13,37,541,
1572,123,14,38,584,
1573,123,15,39,593,
1574,124,1,40,662,
1575,124,2,41,685,
1576,124,3,42,748,
1577,124,4,43,767,
1578,124,5,40,655,
1579,124,6,41,671,
158,15,4,38,569,
1580,124,7,42,754,
1581,124,8,43,769,
1582,124,9,40,651,
1583,124,10,41,672,
1584,124,11,42,757,
1585,124,12,43,770,
1586,125,1,44,771,
1587,125,2,45,920,
1588,125,3,46,1022,
1589,125,4,47,1034,
159,15,5,39,635,
1590,125,5,44,773,
1591,125,6,45,921,
1592,125,7,46,970,
1593,125,8,47,1038,
1594,125,9,44,775,
1595,125,10,45,923,
1596,125,11,46,979,
1597,125,12,47,1036,
1598,126,1,48,1044,
1599,126,2,49,1069,
16,2,8,16,16,
160,15,6,35,530,
1600,126,3,50,1084,
1601,126,4,51,1090,
1602,126,5,52,1091,
1603,126,6,48,1046,
1604,126,7,49,1070,
1605,126,8,50,1084,
1606,126,9,51,1087,
1607,126,10,52,1091,
1608,126,11,48,1042,
1609,126,12,49,1073,
161,15,7,36,539,
1610,126,13,50,1084,
1611,126,14,51,1089,
1612,126,15,52,1091,
162,15,8,37,543,
163,15,9,38,578,
164,15,10,39,590,
165,15,11,35,531,
166,15,12,36,532,
167,15,13,37,541,
168,15,14,38,581,
169,15,15,39,598,
17,2,9,17,17,
170,16,1,40,650,
171,16,2,41,684,
172,16,3,42,741,
173,16,4,43,769,
174,16,5,40,653,
175,16,6,41,674,
176,16,7,42,690,
177,16,8,43,770,
178,16,9,40,657,
179,16,10,41,673,
18,3,1,18,18,
180,16,11,42,697,
181,16,12,43,768,
182,17,1,44,822,
183,17,2,45,880,
184,17,3,46,1032,
185,17,4,47,1034,
186,17,5,44,771,
187,17,6,45,953,
188,17,7,46,969,
189,17,8,47,1038,
19,3,2,19,19,
190,17,9,44,773,
191,17,10,45,954,
192,17,11,46,972,
193,17,12,47,1036,
194,18,1,48,1047,
195,18,2,49,1053,
196,18,3,50,1084,
197,18,4,51,1090,
198,18,5,52,1091,
199,18,6,48,1040,
2,1,2,2,2,
20,3,3,20,20,
200,18,7,49,1054,
201,18,8,50,1084,
202,18,9,51,1087,
203,18,10,52,1091,
204,18,11,48,1048,
205,18,12,49,1056,
206,18,13,50,1084,
207,18,14,51,1089,
208,18,15,52,1091,
209,19,1,1,95,
21,3,4,21,21,
210,19,2,2,130,
211,19,3,3,167,
212,19,4,4,297,
213,19,5,1,64,
214,19,6,2,147,
215,19,7,3,168,
216,19,8,4,298,
217,19,9,1,90,
218,19,10,2,150,
219,19,11,3,169,
22,3,5,22,22,
220,19,12,4,305,
221,20,1,5,363,
222,20,2,6,385,
223,20,3,7,446,
224,20,4,8,467,
225,20,5,5,332,
226,20,6,6,393,
227,20,7,7,447,
228,20,8,8,469,
229,20,9,5,335,
23,3,6,23,23,
230,20,10,6,397,
231,20,11,7,448,
232,20,12,8,473,
233,21,1,9,513,
234,21,2,10,536,
235,21,3,11,542,
236,21,4,12,549,
237,21,5,13,601,
238,21,6,9,517,
239,21,7,10,535,
24,3,7,24,24,
240,21,8,11,546,
241,21,9,12,556,
242,21,10,13,610,
243,21,11,9,529,
244,21,12,10,533,
245,21,13,11,544,
246,21,14,12,563,
247,21,15,13,618,
248,22,1,14,659,
249,22,2,15,677,
25,3,8,25,25,
250,22,3,16,704,
251,22,4,17,766,
252,22,5,14,663,
253,22,6,15,681,
254,22,7,16,724,
255,22,8,17,767,
256,22,9,14,664,
257,22,10,15,670,
258,22,11,16,731,
259,22,12,17,769,
26,3,9,26,26,
260,23,1,18,775,
261,23,2,19,829,
262,23,3,20,974,
263,23,4,21,1037,
264,23,5,18,777,
265,23,6,19,830,
266,23,7,20,976,
267,23,8,21,1035,
268,23,9,18,780,
269,23,10,19,845,
27,4,1,27,27,
270,23,11,20,982,
271,23,12,21,1033,
272,24,1,22,1039,
273,24,2,23,1060,
274,24,3,24,1084,
275,24,4,25,1088,
276,24,5,26,1091,
277,24,6,22,1044,
278,24,7,23,1063,
279,24,8,24,1084,
28,4,2,28,28,
280,24,9,25,1085,
281,24,10,26,1091,
282,24,11,22,1046,
283,24,12,23,1065,
284,24,13,24,1084,
285,24,14,25,1086,
286,24,15,26,1091,
287,25,1,27,101,
288,25,2,28,105,
289,25,3,29,172,
29,4,3,29,29,
290,25,4,30,318,
291,25,5,27,66,
292,25,6,28,107,
293,25,7,29,176,
294,25,8,30,320,
295,25,9,27,69,
296,25,10,28,108,
297,25,11,29,181,
298,25,12,30,325,
299,26,1,31,340,
3,1,3,3,3,
30,4,4,30,30,
300,26,2,32,400,
301,26,3,33,461,
302,26,4,34,480,
303,26,5,31,348,
304,26,6,32,404,
305,26,7,33,432,
306,26,8,34,482,
307,26,9,31,350,
308,26,10,32,405,
309,26,11,33,455,
31,4,5,31,31,
310,26,12,34,485,
311,27,1,35,515,
312,27,2,36,534,
313,27,3,37,545,
314,27,4,38,565,
315,27,5,39,629,
316,27,6,35,518,
317,27,7,36,537,
318,27,8,37,543,
319,27,9,38,572,
32,4,6,32,32,
320,27,10,39,634,
321,27,11,35,519,
322,27,12,36,540,
323,27,13,37,541,
324,27,14,38,573,
325,27,15,39,643,
326,28,1,40,647,
327,28,2,41,678,
328,28,3,42,736,
329,28,4,43,770,
33,4,7,33,33,
330,28,5,40,661,
331,28,6,41,680,
332,28,7,42,737,
333,28,8,43,768,
334,28,9,40,665,
335,28,10,41,682,
336,28,11,42,739,
337,28,12,43,766,
338,29,1,44,804,
339,29,2,45,848,
34,4,8,34,34,
340,29,3,46,988,
341,29,4,47,1034,
342,29,5,44,805,
343,29,6,45,866,
344,29,7,46,999,
345,29,8,47,1038,
346,29,9,44,812,
347,29,10,45,868,
348,29,11,46,1002,
349,29,12,47,1036,
35,5,1,35,35,
350,30,1,48,1042,
351,30,2,49,1067,
352,30,3,50,1084,
353,30,4,51,1090,
354,30,5,52,1091,
355,30,6,48,1043,
356,30,7,49,1072,
357,30,8,50,1084,
358,30,9,51,1087,
359,30,10,52,1091,
36,5,2,36,36,
360,30,11,48,1045,
361,30,12,49,1076,
362,30,13,50,1084,
363,30,14,51,1089,
364,30,15,52,1091,
365,31,1,1,70,
366,31,2,2,111,
367,31,3,3,184,
368,31,4,4,327,
369,31,5,1,74,
37,5,3,37,37,
370,31,6,2,112,
371,31,7,3,185,
372,31,8,4,328,
373,31,9,1,75,
374,31,10,2,113,
375,31,11,3,213,
376,31,12,4,330,
377,32,1,5,353,
378,32,2,6,409,
379,32,3,7,456,
38,5,4,38,38,
380,32,4,8,486,
381,32,5,5,358,
382,32,6,6,412,
383,32,7,7,457,
384,32,8,8,490,
385,32,9,5,362,
386,32,10,6,413,
387,32,11,7,458,
388,32,12,8,492,
389,33,1,9,525,
39,5,5,39,39,
390,33,2,10,538,
391,33,3,11,542,
392,33,4,12,577,
393,33,5,13,591,
394,33,6,9,514,
395,33,7,10,539,
396,33,8,11,546,
397,33,9,12,580,
398,33,10,13,596,
399,33,11,9,520,
4,1,4,4,4,
40,5,6,40,40,
400,33,12,10,532,
401,33,13,11,544,
402,33,14,12,583,
403,33,15,13,600,
404,34,1,14,666,
405,34,2,15,667,
406,34,3,16,743,
407,34,4,17,767,
408,34,5,14,648,
409,34,6,15,675,
41,5,7,41,41,
410,34,7,16,745,
411,34,8,17,769,
412,34,9,14,660,
413,34,10,15,676,
414,34,11,16,691,
415,34,12,17,770,
416,35,1,18,813,
417,35,2,19,872,
418,35,3,20,1011,
419,35,4,21,1037,
42,5,8,42,42,
420,35,5,18,816,
421,35,6,19,874,
422,35,7,20,1017,
423,35,8,21,1035,
424,35,9,18,818,
425,35,10,19,875,
426,35,11,20,1021,
427,35,12,21,1033,
428,36,1,22,1041,
429,36,2,23,1079,
43,5,9,43,43,
430,36,3,24,1084,
431,36,4,25,1088,
432,36,5,26,1091,
433,36,6,22,1047,
434,36,7,23,1049,
435,36,8,24,1084,
436,36,9,25,1085,
437,36,10,26,1091,
438,36,11,22,1040,
439,36,12,23,1058,
44,6,1,44,44,
440,36,13,24,1084,
441,36,14,25,1086,
442,36,15,26,1091,
443,37,1,27,84,
444,37,2,28,118,
445,37,3,29,221,
446,37,4,30,331,
447,37,5,27,86,
448,37,6,28,120,
449,37,7,29,222,
45,6,2,45,45,
450,37,8,30,283,
451,37,9,27,92,
452,37,10,28,124,
453,37,11,29,225,
454,37,12,30,287,
455,38,1,31,371,
456,38,2,32,416,
457,38,3,33,460,
458,38,4,34,493,
459,38,5,31,339,
46,6,3,46,46,
460,38,6,32,417,
461,38,7,33,463,
462,38,8,34,497,
463,38,9,31,351,
464,38,10,32,418,
465,38,11,33,464,
466,38,12,34,499,
467,39,1,35,528,
468,39,2,36,536,
469,39,3,37,545,
47,6,4,47,47,
470,39,4,38,558,
471,39,5,39,603,
472,39,6,35,521,
473,39,7,36,535,
474,39,8,37,543,
475,39,9,38,570,
476,39,10,39,604,
477,39,11,35,524,
478,39,12,36,533,
479,39,13,37,541,
48,6,5,48,48,
480,39,14,38,576,
481,39,15,39,607,
482,40,1,40,662,
483,40,2,41,683,
484,40,3,42,693,
485,40,4,43,768,
486,40,5,40,655,
487,40,6,41,669,
488,40,7,42,698,
489,40,8,43,766,
49,6,6,49,49,
490,40,9,40,651,
491,40,10,41,668,
492,40,11,42,700,
493,40,12,43,767,
494,41,1,44,823,
495,41,2,45,882,
496,41,3,46,1023,
497,41,4,47,1034,
498,41,5,44,772,
499,41,6,45,883,
5,1,5,5,5,
50,6,7,50,50,
500,41,7,46,1024,
501,41,8,47,1038,
502,41,9,44,774,
503,41,10,45,889,
504,41,11,46,1028,
505,41,12,47,1036,
506,42,1,48,1048,
507,42,2,49,1066,
508,42,3,50,1084,
509,42,4,51,1090,
51,6,8,51,51,
510,42,5,52,1091,
511,42,6,48,1039,
512,42,7,49,1074,
513,42,8,50,1084,
514,42,9,51,1087,
515,42,10,52,1091,
516,42,11,48,1044,
517,42,12,49,1078,
518,42,13,50,1084,
519,42,14,51,1089,
52,6,9,52,52,
520,42,15,52,1091,
521,43,1,1,96,
522,43,2,2,131,
523,43,3,3,226,
524,43,4,4,321,
525,43,5,1,53,
526,43,6,2,135,
527,43,7,3,230,
528,43,8,4,322,
529,43,9,1,59,
53,7,1,1,58,
530,43,10,2,136,
531,43,11,3,231,
532,43,12,4,323,
533,44,1,5,352,
534,44,2,6,426,
535,44,3,7,449,
536,44,4,8,503,
537,44,5,5,359,
538,44,6,6,376,
539,44,7,7,459,
54,7,2,2,106,
540,44,8,8,471,
541,44,9,5,365,
542,44,10,6,383,
543,44,11,7,462,
544,44,12,8,475,
545,45,1,9,526,
546,45,2,10,534,
547,45,3,11,542,
548,45,4,12,582,
549,45,5,13,615,
55,7,3,3,178,
550,45,6,9,527,
551,45,7,10,537,
552,45,8,11,546,
553,45,9,12,584,
554,45,10,13,616,
555,45,11,9,523,
556,45,12,10,540,
557,45,13,11,544,
558,45,14,12,547,
559,45,15,13,628,
56,7,4,4,286,
560,46,1,14,656,
561,46,2,15,679,
562,46,3,16,702,
563,46,4,17,769,
564,46,5,14,658,
565,46,6,15,685,
566,46,7,16,715,
567,46,8,17,770,
568,46,9,14,652,
569,46,10,15,671,
57,7,5,1,60,
570,46,11,16,717,
571,46,12,17,768,
572,47,1,18,789,
573,47,2,19,890,
574,47,3,20,1031,
575,47,4,21,1037,
576,47,5,18,802,
577,47,6,19,892,
578,47,7,20,967,
579,47,8,21,1035,
58,7,6,2,109,
580,47,9,18,803,
581,47,10,19,893,
582,47,11,20,973,
583,47,12,21,1033,
584,48,1,22,1046,
585,48,2,23,1080,
586,48,3,24,1084,
587,48,4,25,1088,
588,48,5,26,1091,
589,48,6,22,1042,
59,7,7,3,179,
590,48,7,23,1082,
591,48,8,24,1084,
592,48,9,25,1085,
593,48,10,26,1091,
594,48,11,22,1043,
595,48,12,23,1083,
596,48,13,24,1084,
597,48,14,25,1086,
598,48,15,26,1091,
599,49,1,27,73,
6,1,6,6,6,
60,7,8,4,302,
600,49,2,28,137,
601,49,3,29,252,
602,49,4,30,284,
603,49,5,27,76,
604,49,6,28,138,
605,49,7,29,254,
606,49,8,30,288,
607,49,9,27,78,
608,49,10,28,139,
609,49,11,29,257,
61,7,9,1,67,
610,49,12,30,291,
611,50,1,31,366,
612,50,2,32,386,
613,50,3,33,465,
