id,name,type,image,sound,phonemeSound
soccer,soccer,4,assets/dict/soccer.png,assets/dict/soccer.ogg,assets/dict/soccer.ogg
lion,lion,4,assets/dict/lion.png,assets/dict/lion.ogg,assets/dict/lion.ogg
papaya,papaya,4,assets/dict/papaya.png,assets/dict/papaya.ogg,assets/dict/papaya.ogg
boxing,boxing,4,assets/dict/boxing.png,assets/dict/boxing.ogg,assets/dict/boxing.ogg
sunday,sunday,4,assets/dict/sunday.png,assets/dict/sunday.ogg,assets/dict/sunday.ogg
boiler,boiler,4,assets/dict/boiler.png,assets/dict/boiler.ogg,assets/dict/boiler.ogg
robin,robin,4,assets/dict/robin.png,assets/dict/robin.ogg,assets/dict/robin.ogg
yes,yes,4,assets/dict/yes.png,assets/dict/yes.ogg,assets/dict/yes.ogg
tea,tea,4,assets/dict/tea.png,assets/dict/tea.ogg,assets/dict/tea.ogg
crocodile,crocodile,4,assets/dict/crocodile.png,assets/dict/crocodile.ogg,assets/dict/crocodile.ogg
xylophone,xylophone,4,assets/dict/xylophone.png,assets/dict/xylophone.ogg,assets/dict/xylophone.ogg
ape,ape,4,assets/dict/ape.png,assets/dict/ape.ogg,assets/dict/ape.ogg
raspberry,raspberry,4,assets/dict/raspberry.png,assets/dict/raspberry.ogg,assets/dict/raspberry.ogg
woman,woman,4,assets/dict/woman.png,assets/dict/woman.ogg,assets/dict/woman.ogg
crown,crown,4,assets/dict/crown.png,assets/dict/crown.ogg,assets/dict/crown.ogg
carriage,carriage,4,assets/dict/carriage.png,assets/dict/carriage.ogg,assets/dict/carriage.ogg
trapezium,trapezium,4,assets/dict/trapezium.png,assets/dict/trapezium.ogg,assets/dict/trapezium.ogg
larynx,larynx,4,assets/dict/larynx.png,assets/dict/larynx.ogg,assets/dict/larynx.ogg
well,well,4,assets/dict/well.png,assets/dict/well.ogg,assets/dict/well.ogg
yard,yard,4,assets/dict/yard.png,assets/dict/yard.ogg,assets/dict/yard.ogg
cat,cat,4,assets/dict/cat.png,assets/dict/cat.ogg,assets/dict/cat.ogg
bilberry,bilberry,4,assets/dict/bilberry.png,assets/dict/bilberry.ogg,assets/dict/bilberry.ogg
chin,chin,4,assets/dict/chin.png,assets/dict/chin.ogg,assets/dict/chin.ogg
belt,belt,4,assets/dict/belt.png,assets/dict/belt.ogg,assets/dict/belt.ogg
pan,pan,4,assets/dict/pan.png,assets/dict/pan.ogg,assets/dict/pan.ogg
boxers,boxers,4,assets/dict/boxers.png,assets/dict/boxers.ogg,assets/dict/boxers.ogg
storm,storm,4,assets/dict/storm.png,assets/dict/storm.ogg,assets/dict/storm.ogg
zebu,zebu,4,assets/dict/zebu.png,assets/dict/zebu.ogg,assets/dict/zebu.ogg
chihuahua,chihuahua,4,assets/dict/chihuahua.png,assets/dict/chihuahua.ogg,assets/dict/chihuahua.ogg
pomegranate,pomegranate,4,assets/dict/pomegranate.png,assets/dict/pomegranate.ogg,assets/dict/pomegranate.ogg
dog,dog,4,assets/dict/dog.png,assets/dict/dog.ogg,assets/dict/dog.ogg
cow,cow,4,assets/dict/cow.png,assets/dict/cow.ogg,assets/dict/cow.ogg
purse,purse,4,assets/dict/purse.png,assets/dict/purse.ogg,assets/dict/purse.ogg
caterpillar,caterpillar,4,assets/dict/caterpillar.png,assets/dict/caterpillar.ogg,assets/dict/caterpillar.ogg
thumb,thumb,4,assets/dict/thumb.png,assets/dict/thumb.ogg,assets/dict/thumb.ogg
cuboid,cuboid,4,assets/dict/cuboid.png,assets/dict/cuboid.ogg,assets/dict/cuboid.ogg
december,december,4,assets/dict/december.png,assets/dict/december.ogg,assets/dict/december.ogg
crane,crane,4,assets/dict/crane.png,assets/dict/crane.ogg,assets/dict/crane.ogg
roast,roast,4,assets/dict/roast.png,assets/dict/roast.ogg,assets/dict/roast.ogg
sailfish,sailfish,4,assets/dict/sailfish.png,assets/dict/sailfish.ogg,assets/dict/sailfish.ogg
tap,tap,4,assets/dict/tap.png,assets/dict/tap.ogg,assets/dict/tap.ogg
pant,pant,4,assets/dict/pant.png,assets/dict/pant.ogg,assets/dict/pant.ogg
finch,finch,4,assets/dict/finch.png,assets/dict/finch.ogg,assets/dict/finch.ogg
spatula,spatula,4,assets/dict/spatula.png,assets/dict/spatula.ogg,assets/dict/spatula.ogg
tomato,tomato,4,assets/dict/tomato.png,assets/dict/tomato.ogg,assets/dict/tomato.ogg
penguin,penguin,4,assets/dict/penguin.png,assets/dict/penguin.ogg,assets/dict/penguin.ogg
chess,chess,4,assets/dict/chess.png,assets/dict/chess.ogg,assets/dict/chess.ogg
sail,sail,4,assets/dict/sail.png,assets/dict/sail.ogg,assets/dict/sail.ogg
gem,gem,4,assets/dict/gem.png,assets/dict/gem.ogg,assets/dict/gem.ogg
koala,koala,4,assets/dict/koala.png,assets/dict/koala.ogg,assets/dict/koala.ogg
ginger,ginger,4,assets/dict/ginger.png,assets/dict/ginger.ogg,assets/dict/ginger.ogg
arteries,arteries,4,assets/dict/arteries.png,assets/dict/arteries.ogg,assets/dict/arteries.ogg
fist,fist,4,assets/dict/fist.png,assets/dict/fist.ogg,assets/dict/fist.ogg
fishing,fishing,4,assets/dict/fishing.png,assets/dict/fishing.ogg,assets/dict/fishing.ogg
husband,husband,4,assets/dict/husband.png,assets/dict/husband.ogg,assets/dict/husband.ogg
cold,cold,4,assets/dict/cold.png,assets/dict/cold.ogg,assets/dict/cold.ogg
car,car,4,assets/dict/car.png,assets/dict/car.ogg,assets/dict/car.ogg
chair,chair,4,assets/dict/chair.png,assets/dict/chair.ogg,assets/dict/chair.ogg
yolk,yolk,4,assets/dict/yolk.png,assets/dict/yolk.ogg,assets/dict/yolk.ogg
container,container,4,assets/dict/container.png,assets/dict/container.ogg,assets/dict/container.ogg
sandals,sandals,4,assets/dict/sandals.png,assets/dict/sandals.ogg,assets/dict/sandals.ogg
horse,horse,4,assets/dict/horse.png,assets/dict/horse.ogg,assets/dict/horse.ogg
rope,rope,4,assets/dict/rope.png,assets/dict/rope.ogg,assets/dict/rope.ogg
cable,cable,4,assets/dict/cable.png,assets/dict/cable.ogg,assets/dict/cable.ogg
vest,vest,4,assets/dict/vest.png,assets/dict/vest.ogg,assets/dict/vest.ogg
gourds,gourds,4,assets/dict/gourds.png,assets/dict/gourds.ogg,assets/dict/gourds.ogg
slippers,slippers,4,assets/dict/slippers.png,assets/dict/slippers.ogg,assets/dict/slippers.ogg
decagon,decagon,4,assets/dict/decagon.png,assets/dict/decagon.ogg,assets/dict/decagon.ogg
march,march,4,assets/dict/march.png,assets/dict/march.ogg,assets/dict/march.ogg
eggs,eggs,4,assets/dict/eggs.png,assets/dict/eggs.ogg,assets/dict/eggs.ogg
meerkat,meerkat,4,assets/dict/meerkat.png,assets/dict/meerkat.ogg,assets/dict/meerkat.ogg
lips,lips,4,assets/dict/lips.png,assets/dict/lips.ogg,assets/dict/lips.ogg
axe,axe,4,assets/dict/axe.png,assets/dict/axe.ogg,assets/dict/axe.ogg
heart,heart,4,assets/dict/heart.png,assets/dict/heart.ogg,assets/dict/heart.ogg
waterfall,waterfall,4,assets/dict/waterfall.png,assets/dict/waterfall.ogg,assets/dict/waterfall.ogg
rectangle,rectangle,4,assets/dict/rectangle.png,assets/dict/rectangle.ogg,assets/dict/rectangle.ogg
polo,polo,4,assets/dict/polo.png,assets/dict/polo.ogg,assets/dict/polo.ogg
zoo,zoo,4,assets/dict/zoo.png,assets/dict/zoo.ogg,assets/dict/zoo.ogg
cucumber,cucumber,4,assets/dict/cucumber.png,assets/dict/cucumber.ogg,assets/dict/cucumber.ogg
eyes,eyes,4,assets/dict/eyes.png,assets/dict/eyes.ogg,assets/dict/eyes.ogg
island,island,4,assets/dict/island.png,assets/dict/island.ogg,assets/dict/island.ogg
umpire,umpire,4,assets/dict/umpire.png,assets/dict/umpire.ogg,assets/dict/umpire.ogg
violet,violet,4,assets/dict/violet.png,assets/dict/violet.ogg,assets/dict/violet.ogg
keyboard,keyboard,4,assets/dict/keyboard.png,assets/dict/keyboard.ogg,assets/dict/keyboard.ogg
panther,panther,4,assets/dict/panther.png,assets/dict/panther.ogg,assets/dict/panther.ogg
bucket,bucket,4,assets/dict/bucket.png,assets/dict/bucket.ogg,assets/dict/bucket.ogg
family,family,4,assets/dict/family.png,assets/dict/family.ogg,assets/dict/family.ogg
swan,swan,4,assets/dict/swan.png,assets/dict/swan.ogg,assets/dict/swan.ogg
tuesday,tuesday,4,assets/dict/tuesday.png,assets/dict/tuesday.ogg,assets/dict/tuesday.ogg
mandolin,mandolin,4,assets/dict/mandolin.png,assets/dict/mandolin.ogg,assets/dict/mandolin.ogg
afternoon,afternoon,4,assets/dict/afternoon.png,assets/dict/afternoon.ogg,assets/dict/afternoon.ogg
chard,chard,4,assets/dict/chard.png,assets/dict/chard.ogg,assets/dict/chard.ogg
pound,pound,4,assets/dict/pound.png,assets/dict/pound.ogg,assets/dict/pound.ogg
august,august,4,assets/dict/august.png,assets/dict/august.ogg,assets/dict/august.ogg
pack,pack,4,assets/dict/pack.png,assets/dict/pack.ogg,assets/dict/pack.ogg
salad,salad,4,assets/dict/salad.png,assets/dict/salad.ogg,assets/dict/salad.ogg
coconut,coconut,4,assets/dict/coconut.png,assets/dict/coconut.ogg,assets/dict/coconut.ogg
ostrich,ostrich,4,assets/dict/ostrich.png,assets/dict/ostrich.ogg,assets/dict/ostrich.ogg
hat,hat,4,assets/dict/hat.png,assets/dict/hat.ogg,assets/dict/hat.ogg
dam,dam,4,assets/dict/dam.png,assets/dict/dam.ogg,assets/dict/dam.ogg
radio,radio,4,assets/dict/radio.png,assets/dict/radio.ogg,assets/dict/radio.ogg
hungry,hungry,4,assets/dict/hungry.png,assets/dict/hungry.ogg,assets/dict/hungry.ogg
heron,heron,4,assets/dict/heron.png,assets/dict/heron.ogg,assets/dict/heron.ogg
umbrella,umbrella,4,assets/dict/umbrella.png,assets/dict/umbrella.ogg,assets/dict/umbrella.ogg
adult,adult,4,assets/dict/adult.png,assets/dict/adult.ogg,assets/dict/adult.ogg
couch,couch,4,assets/dict/couch.png,assets/dict/couch.ogg,assets/dict/couch.ogg
jar,jar,4,assets/dict/jar.png,assets/dict/jar.ogg,assets/dict/jar.ogg
bull,bull,4,assets/dict/bull.png,assets/dict/bull.ogg,assets/dict/bull.ogg
moth,moth,4,assets/dict/moth.png,assets/dict/moth.ogg,assets/dict/moth.ogg
lychee,lychee,4,assets/dict/lychee.png,assets/dict/lychee.ogg,assets/dict/lychee.ogg
giraffe,giraffe,4,assets/dict/giraffe.png,assets/dict/giraffe.ogg,assets/dict/giraffe.ogg
falcon,falcon,4,assets/dict/falcon.png,assets/dict/falcon.ogg,assets/dict/falcon.ogg
elbow,elbow,4,assets/dict/elbow.png,assets/dict/elbow.ogg,assets/dict/elbow.ogg
mammoth,mammoth,4,assets/dict/mammoth.png,assets/dict/mammoth.ogg,assets/dict/mammoth.ogg
goose,goose,4,assets/dict/goose.png,assets/dict/goose.ogg,assets/dict/goose.ogg
father,father,4,assets/dict/father.png,assets/dict/father.ogg,assets/dict/father.ogg
ladle,ladle,4,assets/dict/ladle.png,assets/dict/ladle.ogg,assets/dict/ladle.ogg
foggy,foggy,4,assets/dict/foggy.png,assets/dict/foggy.ogg,assets/dict/foggy.ogg
quokka,quokka,4,assets/dict/quokka.png,assets/dict/quokka.ogg,assets/dict/quokka.ogg
pipe,pipe,4,assets/dict/pipe.png,assets/dict/pipe.ogg,assets/dict/pipe.ogg
boy,boy,4,assets/dict/boy.png,assets/dict/boy.ogg,assets/dict/boy.ogg
dozen,dozen,4,assets/dict/dozen.png,assets/dict/dozen.ogg,assets/dict/dozen.ogg
lady,lady,4,assets/dict/lady.png,assets/dict/lady.ogg,assets/dict/lady.ogg
softball,softball,4,assets/dict/softball.png,assets/dict/softball.ogg,assets/dict/softball.ogg
elderberry,elderberry,4,assets/dict/elderberry.png,assets/dict/elderberry.ogg,assets/dict/elderberry.ogg
tiger,tiger,4,assets/dict/tiger.png,assets/dict/tiger.ogg,assets/dict/tiger.ogg
red,red,4,assets/dict/red.png,assets/dict/red.ogg,assets/dict/red.ogg
lemon,lemon,4,assets/dict/lemon.png,assets/dict/lemon.ogg,assets/dict/lemon.ogg
necklace,necklace,4,assets/dict/necklace.png,assets/dict/necklace.ogg,assets/dict/necklace.ogg
under,under,4,assets/dict/under.png,assets/dict/under.ogg,assets/dict/under.ogg
duck,duck,4,assets/dict/duck.png,assets/dict/duck.ogg,assets/dict/duck.ogg
muscles,muscles,4,assets/dict/muscles.png,assets/dict/muscles.ogg,assets/dict/muscles.ogg
gull,gull,4,assets/dict/gull.png,assets/dict/gull.ogg,assets/dict/gull.ogg
package,package,4,assets/dict/package.png,assets/dict/package.ogg,assets/dict/package.ogg
eggplant,eggplant,4,assets/dict/eggplant.png,assets/dict/eggplant.ogg,assets/dict/eggplant.ogg
lungs,lungs,4,assets/dict/lungs.png,assets/dict/lungs.ogg,assets/dict/lungs.ogg
sideburn,sideburn,4,assets/dict/sideburn.png,assets/dict/sideburn.ogg,assets/dict/sideburn.ogg
lightning,lightning,4,assets/dict/lightning.png,assets/dict/lightning.ogg,assets/dict/lightning.ogg
clothesline,clothesline,4,assets/dict/clothesline.png,assets/dict/clothesline.ogg,assets/dict/clothesline.ogg
locket,locket,4,assets/dict/locket.png,assets/dict/locket.ogg,assets/dict/locket.ogg
area,area,4,assets/dict/area.png,assets/dict/area.ogg,assets/dict/area.ogg
nut,nut,4,assets/dict/nut.png,assets/dict/nut.ogg,assets/dict/nut.ogg
autumn,autumn,4,assets/dict/autumn.png,assets/dict/autumn.ogg,assets/dict/autumn.ogg
square,square,4,assets/dict/square.png,assets/dict/square.ogg,assets/dict/square.ogg
cloudy,cloudy,4,assets/dict/cloudy.png,assets/dict/cloudy.ogg,assets/dict/cloudy.ogg
july,july,4,assets/dict/july.png,assets/dict/july.ogg,assets/dict/july.ogg
revenge,revenge,4,assets/dict/revenge.png,assets/dict/revenge.ogg,assets/dict/revenge.ogg
peas,peas,4,assets/dict/peas.png,assets/dict/peas.ogg,assets/dict/peas.ogg
teenager,teenager,4,assets/dict/teenager.png,assets/dict/teenager.ogg,assets/dict/teenager.ogg
wife,wife,4,assets/dict/wife.png,assets/dict/wife.ogg,assets/dict/wife.ogg
wheelbarrow,wheelbarrow,4,assets/dict/wheelbarrow.png,assets/dict/wheelbarrow.ogg,assets/dict/wheelbarrow.ogg
snake,snake,4,assets/dict/snake.png,assets/dict/snake.ogg,assets/dict/snake.ogg
speaker,speaker,4,assets/dict/speaker.png,assets/dict/speaker.ogg,assets/dict/speaker.ogg
shocked,shocked,4,assets/dict/shocked.png,assets/dict/shocked.ogg,assets/dict/shocked.ogg
bass,bass,4,assets/dict/bass.png,assets/dict/bass.ogg,assets/dict/bass.ogg
cock,cock,4,assets/dict/cock.png,assets/dict/cock.ogg,assets/dict/cock.ogg
snail,snail,4,assets/dict/snail.png,assets/dict/snail.ogg,assets/dict/snail.ogg
wok,wok,4,assets/dict/wok.png,assets/dict/wok.ogg,assets/dict/wok.ogg
mule,mule,4,assets/dict/mule.png,assets/dict/mule.ogg,assets/dict/mule.ogg
frustrated,frustrated,4,assets/dict/frustrated.png,assets/dict/frustrated.ogg,assets/dict/frustrated.ogg
liter,liter,4,assets/dict/liter.png,assets/dict/liter.ogg,assets/dict/liter.ogg
hair,hair,4,assets/dict/hair.png,assets/dict/hair.ogg,assets/dict/hair.ogg
eagle,eagle,4,assets/dict/eagle.png,assets/dict/eagle.ogg,assets/dict/eagle.ogg
skirt,skirt,4,assets/dict/skirt.png,assets/dict/skirt.ogg,assets/dict/skirt.ogg
tub,tub,4,assets/dict/tub.png,assets/dict/tub.ogg,assets/dict/tub.ogg
van,van,4,assets/dict/van.png,assets/dict/van.ogg,assets/dict/van.ogg
mallard,mallard,4,assets/dict/mallard.png,assets/dict/mallard.ogg,assets/dict/mallard.ogg
key,key,4,assets/dict/key.png,assets/dict/key.ogg,assets/dict/key.ogg
today,today,4,assets/dict/today.png,assets/dict/today.ogg,assets/dict/today.ogg
badminton,badminton,4,assets/dict/badminton.png,assets/dict/badminton.ogg,assets/dict/badminton.ogg
team,team,4,assets/dict/team.png,assets/dict/team.ogg,assets/dict/team.ogg
pea,pea,4,assets/dict/pea.png,assets/dict/pea.ogg,assets/dict/pea.ogg
ladyfinger,ladyfinger,4,assets/dict/ladyfinger.png,assets/dict/ladyfinger.ogg,assets/dict/ladyfinger.ogg
hacksaw,hacksaw,4,assets/dict/hacksaw.png,assets/dict/hacksaw.ogg,assets/dict/hacksaw.ogg
ambulance,ambulance,4,assets/dict/ambulance.png,assets/dict/ambulance.ogg,assets/dict/ambulance.ogg
back,back,4,assets/dict/back.png,assets/dict/back.ogg,assets/dict/back.ogg
kiwifruit,kiwifruit,4,assets/dict/kiwifruit.png,assets/dict/kiwifruit.ogg,assets/dict/kiwifruit.ogg
add,add,4,assets/dict/add.png,assets/dict/add.ogg,assets/dict/add.ogg
kid,kid,4,assets/dict/kid.png,assets/dict/kid.ogg,assets/dict/kid.ogg
paint,paint,4,assets/dict/paint.png,assets/dict/paint.ogg,assets/dict/paint.ogg
tear,tear,4,assets/dict/tear.png,assets/dict/tear.ogg,assets/dict/tear.ogg
guava,guava,4,assets/dict/guava.png,assets/dict/guava.ogg,assets/dict/guava.ogg
june,june,4,assets/dict/june.png,assets/dict/june.ogg,assets/dict/june.ogg
fry,fry,4,assets/dict/fry.png,assets/dict/fry.ogg,assets/dict/fry.ogg
coot,coot,4,assets/dict/coot.png,assets/dict/coot.ogg,assets/dict/coot.ogg
anchor,anchor,4,assets/dict/anchor.png,assets/dict/anchor.ogg,assets/dict/anchor.ogg
steamer,steamer,4,assets/dict/steamer.png,assets/dict/steamer.ogg,assets/dict/steamer.ogg
shallot,shallot,4,assets/dict/shallot.png,assets/dict/shallot.ogg,assets/dict/shallot.ogg
potato,potato,4,assets/dict/potato.png,assets/dict/potato.ogg,assets/dict/potato.ogg
leaf,leaf,4,assets/dict/leaf.png,assets/dict/leaf.ogg,assets/dict/leaf.ogg
shoes,shoes,4,assets/dict/shoes.png,assets/dict/shoes.ogg,assets/dict/shoes.ogg
happy,happy,4,assets/dict/happy.png,assets/dict/happy.ogg,assets/dict/happy.ogg
snowing,snowing,4,assets/dict/snowing.png,assets/dict/snowing.ogg,assets/dict/snowing.ogg
truck,truck,4,assets/dict/truck.png,assets/dict/truck.ogg,assets/dict/truck.ogg
turkey,turkey,4,assets/dict/turkey.png,assets/dict/turkey.ogg,assets/dict/turkey.ogg
armchair,armchair,4,assets/dict/armchair.png,assets/dict/armchair.ogg,assets/dict/armchair.ogg
cheese,cheese,4,assets/dict/cheese.png,assets/dict/cheese.ogg,assets/dict/cheese.ogg
nightingale,nightingale,4,assets/dict/nightingale.png,assets/dict/nightingale.ogg,assets/dict/nightingale.ogg
lemur,lemur,4,assets/dict/lemur.png,assets/dict/lemur.ogg,assets/dict/lemur.ogg
evening,evening,4,assets/dict/evening.png,assets/dict/evening.ogg,assets/dict/evening.ogg
industry,industry,4,assets/dict/industry.png,assets/dict/industry.ogg,assets/dict/industry.ogg
pelican,pelican,4,assets/dict/pelican.png,assets/dict/pelican.ogg,assets/dict/pelican.ogg
spider,spider,4,assets/dict/spider.png,assets/dict/spider.ogg,assets/dict/spider.ogg
biking,biking,4,assets/dict/biking.png,assets/dict/biking.ogg,assets/dict/biking.ogg
pepper,pepper,4,assets/dict/pepper.png,assets/dict/pepper.ogg,assets/dict/pepper.ogg
tanker,tanker,4,assets/dict/tanker.png,assets/dict/tanker.ogg,assets/dict/tanker.ogg
aeroplane,aeroplane,4,assets/dict/aeroplane.png,assets/dict/aeroplane.ogg,assets/dict/aeroplane.ogg
silver,silver,4,assets/dict/silver.png,assets/dict/silver.ogg,assets/dict/silver.ogg
siblings,siblings,4,assets/dict/siblings.png,assets/dict/siblings.ogg,assets/dict/siblings.ogg
tooth,tooth,4,assets/dict/tooth.png,assets/dict/tooth.ogg,assets/dict/tooth.ogg
squid,squid,4,assets/dict/squid.png,assets/dict/squid.ogg,assets/dict/squid.ogg
hornbill,hornbill,4,assets/dict/hornbill.png,assets/dict/hornbill.ogg,assets/dict/hornbill.ogg
married,married,4,assets/dict/married.png,assets/dict/married.ogg,assets/dict/married.ogg
kettle,kettle,4,assets/dict/kettle.png,assets/dict/kettle.ogg,assets/dict/kettle.ogg
nail,nail,4,assets/dict/nail.png,assets/dict/nail.ogg,assets/dict/nail.ogg
swimming,swimming,4,assets/dict/swimming.png,assets/dict/swimming.ogg,assets/dict/swimming.ogg
face,face,4,assets/dict/face.png,assets/dict/face.ogg,assets/dict/face.ogg
green,green,4,assets/dict/green.png,assets/dict/green.ogg,assets/dict/green.ogg
upset,upset,4,assets/dict/upset.png,assets/dict/upset.ogg,assets/dict/upset.ogg
insect,insect,4,assets/dict/insect.png,assets/dict/insect.ogg,assets/dict/insect.ogg
forehead,forehead,4,assets/dict/forehead.png,assets/dict/forehead.ogg,assets/dict/forehead.ogg
grasshopper,grasshopper,4,assets/dict/grasshopper.png,assets/dict/grasshopper.ogg,assets/dict/grasshopper.ogg
television,television,4,assets/dict/television.png,assets/dict/television.ogg,assets/dict/television.ogg
rattlesnake,rattlesnake,4,assets/dict/rattlesnake.png,assets/dict/rattlesnake.ogg,assets/dict/rattlesnake.ogg
bow,bow,4,assets/dict/bow.png,assets/dict/bow.ogg,assets/dict/bow.ogg
parrot,parrot,4,assets/dict/parrot.png,assets/dict/parrot.ogg,assets/dict/parrot.ogg
liver,liver,4,assets/dict/liver.png,assets/dict/liver.ogg,assets/dict/liver.ogg
furious,furious,4,assets/dict/furious.png,assets/dict/furious.ogg,assets/dict/furious.ogg
university,university,4,assets/dict/university.png,assets/dict/university.ogg,assets/dict/university.ogg
beads,beads,4,assets/dict/beads.png,assets/dict/beads.ogg,assets/dict/beads.ogg
vegetable,vegetable,4,assets/dict/vegetable.png,assets/dict/vegetable.ogg,assets/dict/vegetable.ogg
hairband,hairband,4,assets/dict/hairband.png,assets/dict/hairband.ogg,assets/dict/hairband.ogg
angry,angry,4,assets/dict/angry.png,assets/dict/angry.ogg,assets/dict/angry.ogg
dust,dust,4,assets/dict/dust.png,assets/dict/dust.ogg,assets/dict/dust.ogg
rainbow,rainbow,4,assets/dict/rainbow.png,assets/dict/rainbow.ogg,assets/dict/rainbow.ogg
saturn,saturn,4,assets/dict/saturn.png,assets/dict/saturn.ogg,assets/dict/saturn.ogg
ankle,ankle,4,assets/dict/ankle.png,assets/dict/ankle.ogg,assets/dict/ankle.ogg
leopard,leopard,4,assets/dict/leopard.png,assets/dict/leopard.ogg,assets/dict/leopard.ogg
shoulder,shoulder,4,assets/dict/shoulder.png,assets/dict/shoulder.ogg,assets/dict/shoulder.ogg
impala,impala,4,assets/dict/impala.png,assets/dict/impala.ogg,assets/dict/impala.ogg
crop,crop,4,assets/dict/crop.png,assets/dict/crop.ogg,assets/dict/crop.ogg
