Name,Story,Status,English URL,Swahili URL,CocosDirectory
Teju,Fahali_na_Punda_Ox_and_Donkey.pdf,N,http://www.africanstorybook.org/readbook.php?id=15505&a=1,http://www.africanstorybook.org/readbook.php?id=15612&a=1,Fahali_na_Punda
Teju,Fisi_mlafi_Greedy_Hyena.pdf,N,http://www.africanstorybook.org/readbook.php?id=7550&a=1,http://www.africanstorybook.org/readbook.php?id=15866&a=1,Fisi_mlafi
Teju,Fisi_na_Kobe_Hyena_and_Tortoise.pdf,N,http://www.africanstorybook.org/readbook.php?id=13548&a=1,http://www.africanstorybook.org/readbook.php?id=15613&a=1,Fisi_na_Kobe
Teju,Hadithi_kumhusu_Wangari_Maathai_A_Tiny_Seed_The_Story_of_Wangari_Maathai.pdf,N,http://www.africanstorybook.org/readbook.php?id=9809&a=1,http://www.africanstorybook.org/readbook.php?id=9911&a=1,Hadithi_kumhusu_Wangari_Maathai
Teju,Jimbi_na_Sungura_Rooster_and_Hare.pdf,N,http://www.africanstorybook.org/readbook.php?id=12464&a=1,http://www.africanstorybook.org/readbook.php?id=12609&a=1,Jimbi_na_Sungura
Teju,Jinsi_Anansi_alivyopata_miguu_minane_myembamba_Lazy_Anansi.pdf,N,http://www.africanstorybook.org/readbook.php?id=1077&a=1,http://www.africanstorybook.org/readbook.php?id=2069&a=1,Jinsi_Anansi_alivyopata_miguu_minane_myembamba
Teju,Jinsi_usiku_ulivyoingia_kijiji_cha_Opio_How_night_came_to_Opio_s_village_.pdf,N,http://www.africanstorybook.org/readbook.php?id=2102&a=1,http://www.africanstorybook.org/readbook.php?id=8690&a=1,Jinsi_usiku_ulivyoingia_kijiji_cha
Teju,Jumamosi_alasiri_One_hot_Saturday_afternoon.pdf,N,http://www.africanstorybook.org/readbook.php?id=988&a=1,http://www.africanstorybook.org/readbook.php?id=3149&a=1,Jumamosi_alasiri
Teju,Kalabushe_chiriku_Kalabushe_the_talkative.pdf,N,http://www.africanstorybook.org/readbook.php?id=9526&a=1,http://www.africanstorybook.org/readbook.php?id=9259&a=1,Kalabushe_chiriku
Anu,Kato_Mwakili_na_Shida_Kubwa_Kato_Clever_and_the_big_trouble.pdf,N,http://www.africanstorybook.org/readbook.php?id=3125&a=1,http://www.africanstorybook.org/readbook.php?id=3127&a=1,Kato_Mwakili_na_Shida_Kubwa
Anu,Khalai_azungumzia_mimea_Khalai_talks_to_plants.pdf,N,http://www.africanstorybook.org/readbook.php?id=13545&a=1,http://www.africanstorybook.org/readbook.php?id=13544&a=1,Khalai_azungumzia_mimea
Anu,Kima_apoteza_mkia_wakeMonkey_loses_his_tail.pdf,N,http://www.africanstorybook.org/readbook.php?id=13201&a=0,http://www.africanstorybook.org/readbook.php?id=13153&a=1,Kima_apoteza_mkia_wake
Anu,Kisirusiru_mjinga_Kisirusiru_the_foolish_one.pdf,N,http://www.africanstorybook.org/readbook.php?id=2129&a=1,http://www.africanstorybook.org/readbook.php?id=2335&a=1,Kisirusiru_mjinga
Anu,Kuhesabu_wanyama_Counting_animals.pdf,N,http://www.africanstorybook.org/readbook.php?id=9671&a=1,http://www.africanstorybook.org/readbook.php?id=17534&a=1,Kuhesabu_wanyama
Anu,Kuku_na_Jongoo_Chicken_and_Millipede_Level_1_.pdf,N,http://www.africanstorybook.org/readbook.php?id=9097&a=1,http://www.africanstorybook.org/readbook.php?id=15608&a=1,Kuku_na_Jongoo
Anu,Kutekwa_nyara_Kidnapped_.pdf,N,http://www.africanstorybook.org/readbook.php?id=14734&a=1,http://www.africanstorybook.org/readbook.php?id=15934&a=1,Kutekwa_nyara
Anu,Kwa_nini_Yayeri_ni_mashuhuri_Why_is_Yayeri_great_.pdf,N,http://www.africanstorybook.org/readbook.php?id=7588&a=1,http://www.africanstorybook.org/readbook.php?id=8442&a=1,Kwa_nini_Yayeri_ni_mashuhuri
Anu,Magozwe-English.pdf,N,http://www.africanstorybook.org/readbook.php?id=13213&a=1,http://www.africanstorybook.org/readbook.php?id=13214&a=1,Magozwe
Anu,Mama_abadilika_Mother_changes.pdf,N,http://www.africanstorybook.org/readbook.php?id=14836&a=1,http://www.africanstorybook.org/readbook.php?id=16766&a=1,Mama_abadilika
Anu,Mamangu_alipanda_My_mother_planted.pdf,N,http://www.africanstorybook.org/readbook.php?id=9034&a=1,http://www.africanstorybook.org/readbook.php?id=12652&a=1,Mamangu_alipanda
Anu,Mamba_mwenye_njaa_The_hungry_crocodile.pdf,N,http://www.africanstorybook.org/readbook.php?id=7043&a=1,http://www.africanstorybook.org/readbook.php?id=12602&a=1,Mamba_mwenye_njaa
Anu,Mbuzi_Mbwa_na_Ng_ombe_Goat_Dog_and_Cow_.pdf,N,http://www.africanstorybook.org/readbook.php?id=6380&a=1,http://www.africanstorybook.org/readbook.php?id=7868&a=1,Mbuzi_Mbwa_na_Ng_ombe
Prathap,Mbwa_na_Mamba_Dog_and_Crocodile.pdf,N,http://www.africanstorybook.org/readbook.php?id=17572&a=1,http://www.africanstorybook.org/readbook.php?id=17596&a=1,Mbwa_na_Mamba
Prathap,Mbweha_na_jua_Jackal_and_the_sun.pdf,N,http://www.africanstorybook.org/readbook.php?id=5276&a=1,http://www.africanstorybook.org/readbook.php?id=7881&a=1,Mbweha_na_jua
Prathap,Meno_aina_gani__What_type_of_teeth_.pdf,N,http://www.africanstorybook.org/readbook.php?id=9653&a=1,http://www.africanstorybook.org/readbook.php?id=12621&a=1,Meno_aina_gani
Prathap,Mimi_na_familia_yangu_My_family_and_I.pdf,N,http://www.africanstorybook.org/readbook.php?id=5266&a=1,http://www.africanstorybook.org/readbook.php?id=7871&a=1,Mimi_na_familia_yangu
Prathap,Mke_Mti_The_tree_wife.pdf,N,http://www.africanstorybook.org/readbook.php?id=2595&a=1,http://www.africanstorybook.org/readbook.php?id=3140&a=1,Mke_Mti
Prathap,Mpira_wangu_mwekundu_My_red_ball.pdf,N,http://www.africanstorybook.org/readbook.php?id=13308&a=1,http://www.africanstorybook.org/readbook.php?id=16088&a=1,Mpirawangumwekundu
Prathap,Mtende_Palm_tree.pdf,N,http://www.africanstorybook.org/readbook.php?id=13626&a=1,http://www.africanstorybook.org/readbook.php?id=15864&a=1,Mtende
Prathap,Mtoto_aliyeleta_amani_Child_as_a_peacemaker_.pdf,N,http://www.africanstorybook.org/readbook.php?id=14617&a=1,http://www.africanstorybook.org/readbook.php?id=15861&a=1,Mtoto_aliyeleta_amani
Prathap,Mtoto_wa_Tembo_Mdadisi_Curious_baby_elephant.pdf,N,http://www.africanstorybook.org/readbook.php?id=1881&a=1,http://www.africanstorybook.org/readbook.php?id=7618&a=1,Mtoto_wa_Tembo_Mdadisi
Prathap,Mtu_na_Simba_Man_and_Lion.pdf,N,http://www.africanstorybook.org/readbook.php?id=8205&a=1,http://www.africanstorybook.org/readbook.php?id=12689&a=1,Mtu_na_Simba
Prathap,Mwanamme_mrefu_A_very_tall_man.pdf,N,http://www.africanstorybook.org/readbook.php?id=918&a=1,http://www.africanstorybook.org/readbook.php?id=1176&a=1,Mwanamme_mrefu
Prathap,Mwanamme_na_Mwanamke_wa_Kwanza_First_man_and_first_woman.pdf,N,http://www.africanstorybook.org/readbook.php?id=2185&a=1,http://www.africanstorybook.org/readbook.php?id=2355&a=1,Mwanamme_na_Mwanamke_wa_Kwanza
Prathap,Mwezi_na_Kofia_The_Moon_and_the_Cap.pdf,N,http://www.africanstorybook.org/readbook.php?id=2154&a=1,http://www.africanstorybook.org/readbook.php?id=2229&a=1,Mwezi_na_Kofia
Rayyan,Nausikiliza_mwili_wangu_Listen_to_my_body.pdf,N,http://www.africanstorybook.org/readbook.php?id=13202&a=1,http://www.africanstorybook.org/readbook.php?id=15713&a=1,Nausikiliza_mwili_wangu
Rayyan,Ndovu_na_vyura__The_Elephant_and_the_Frogs.pdf,N,http://www.africanstorybook.org/readbook.php?id=8204&a=1,http://www.africanstorybook.org/readbook.php?id=9480&a=1,Ndovu_na_vyura
Rayyan,Ng_ombe_mwenye_pembe_moja_Cow_with_one_horn.pdf,N,http://www.africanstorybook.org/readbook.php?id=9622&a=1,http://www.africanstorybook.org/readbook.php?id=15712&a=1,Ng_ombe_mwenye_pembe_moja
Rayyan,Ng_ombe_wetu_Pendo_Pendo_our_cow.pdf,N,http://www.africanstorybook.org/readbook.php?id=11991&a=1,http://www.africanstorybook.org/readbook.php?id=8056&a=1,Ng_ombe_wetu_Pendo
Rayyan,Ninapenda_kusoma_I_love_to_read.pdf,N,http://www.africanstorybook.org/readbook.php?id=12413&a=0,http://www.africanstorybook.org/readbook.php?id=8476&a=1,Ninapenda_kusoma
Rayyan,Panya_The_rat.pdf,N,http://www.africanstorybook.org/readbook.php?id=7769&a=1,http://www.africanstorybook.org/readbook.php?id=8439&a=1,Panya
Rayyan,Rafiki_ninayemkosa_The_friend_I_miss.pdf,N,http://www.africanstorybook.org/readbook.php?id=2278&a=1,http://www.africanstorybook.org/readbook.php?id=9527&a=1,Rafiki_ninayemkosa
Rayyan,Rangi_za_upinde_Colours_of_a_rainbow.pdf,N,http://www.africanstorybook.org/readbook.php?id=10463&a=1,http://www.africanstorybook.org/readbook.php?id=10442&a=1,Rangi_za_upinde
Rayyan,Sababu_Chura_kuwa_na_Sura_Mbaya_Why_Frog_is_So_Ugly.pdf,N,http://www.africanstorybook.org/readbook.php?id=7205&a=1,http://www.africanstorybook.org/readbook.php?id=8712&a=1,Sababu_Chura_kuwa_na_Sura_Mbaya
Rayyan,Sayari_Jua_ya_Saba_The_seventh_sun_A_tribal_tale_from_Odisha_India.pdf,N,http://www.africanstorybook.org/readbook.php?id=2327&a=1,http://www.africanstorybook.org/readbook.php?id=2397&a=1,Sayari_Jua_ya_Saba
Rayyan,Shati_la_kijani_kibichi_Hamisi_s_lucky_day.pdf,N,http://www.africanstorybook.org/readbook.php?id=11990&a=1,http://www.africanstorybook.org/readbook.php?id=8040&a=1,Shati_la_kijani_kibichi
Rayyan,Siafu_amwokoa_Njiwa_How_ant_saved_dove.pdf,N,http://www.africanstorybook.org/readbook.php?id=2076&a=1,http://www.africanstorybook.org/readbook.php?id=8707&a=1,Siafu_amwokoa_Njiwa
Rayyan,Siku_ambayo_Jua_lilipotea_Day_the_sun_went_away.pdf,N,http://www.africanstorybook.org/readbook.php?id=14771&a=1,http://www.africanstorybook.org/readbook.php?id=15615&a=1,Siku_ambayo_Jua_lilipotea
Deepak,Siku_tuliyouona_upinde_Day_we_saw_the_rainbow.pdf,N,http://www.africanstorybook.org/readbook.php?id=11142&a=1,http://www.africanstorybook.org/readbook.php?id=11139&a=1,Siku_tuliyouona_upinde_Day_we_saw_the_rainbow
Deepak,Sungura_mjanja_Hare_the_trickster.pdf,N,http://www.africanstorybook.org/readbook.php?id=17453&a=1,http://www.africanstorybook.org/readbook.php?id=17533&a=1,Sungura_mjanja_Hare_the_trickster
Deepak,Teksi_ya_Nanu_Nanu_s_taxi.pdf,N,http://www.africanstorybook.org/readbook.php?id=7590&a=1,http://www.africanstorybook.org/readbook.php?id=8713&a=1,Teksi_ya_Nanu_Nanu_s_taxi
Deepak,Uji_Milk_is_good.pdf,N,http://www.africanstorybook.org/readbook.php?id=13471&a=0,http://www.africanstorybook.org/readbook.php?id=15614&a=1,Uji_Milk_is_good
Deepak,Unafanya_nini_What_are_you_doing_.pdf,N,http://www.africanstorybook.org/readbook.php?id=7292&a=1,http://www.africanstorybook.org/readbook.php?id=15711&a=1,Unafanya_nini_What_are_you_doing
Deepak,Upepo_Wind.pdf,N,http://www.africanstorybook.org/readbook.php?id=14119&a=0,http://www.africanstorybook.org/readbook.php?id=14118&a=1,Upepo_Wind
Deepak,Usiku_unaingia_kijijini_How_night_came_to_Opio_s_village_.pdf,N,http://www.africanstorybook.org/readbook.php?id=2102&a=1,http://www.africanstorybook.org/readbook.php?id=16587&a=1,Usiku_unaingia_kijijini
Deepak,Vayu_Upepo_Vayu_the_wind.pdf,N,http://www.africanstorybook.org/readbook.php?id=2454&a=1,http://www.africanstorybook.org/readbook.php?id=2611&a=1,Vayu_Upepo_Vayu_the_wind
Deepak,Vitu_ninavyojua_Things_I_know.pdf,N,http://www.africanstorybook.org/readbook.php?id=2561&a=1,http://www.africanstorybook.org/readbook.php?id=3135&a=1,Vitu_ninavyojua_Things_I_know
Deepak,Wapi_kigoe_changu_Where_is_my_bat_.pdf,N,http://www.africanstorybook.org/readbook.php?id=2615&a=1,http://www.africanstorybook.org/readbook.php?id=2758&a=1,Wapi_kigoe_changu_Where_is_my_bat
Deepak,Watoto_wa_Nta_Children_of_wax.pdf,N,http://www.africanstorybook.org/readbook.php?id=2181&a=1,http://www.africanstorybook.org/readbook.php?id=2505&a=1,Watoto_wa_Nta_Children_of_wax
Deepak,Kijana_Palinyang_Young_Palinyang_.pdf,N,http://www.africanstorybook.org/readbook.php?id=4524&a=1,http://www.africanstorybook.org/readbook.php?id=8443&a=1,Kijana_Palinyang_Young_Palinyang
