"";"fill_in_the_blanks";"The man came from a far town"
"";"";"far"
"";"";"near"
"";"";"big"
"";"";"busy"
"";"fill_in_the_blanks";"If Adun tries to escape, blow this horn to tell me"
"";"";"escape"
"";"";"sleep"
"";"";"stand"
"";"";"work"
"";"meanings";"owner"
"";"";"a person who owns something"
"";"meanings";"market"
"";"";"a regular gathering of people for purchase and sale"
"";"meanings";"beautiful"
"";"";"pleasing the senses or mind"
"";"meanings";"escape"
"";"";"break free from control"
"";"meanings";"consult"
"";"";"seek information or advice"
"";"meanings";"scared"
"";"";"fearful; frightened"
"";"meanings";"delicious"
"";"";"highly pleasant to the taste"
"";"meanings";"instruction"
"";"";"a direction or order"
"";"picture";"leg"
"";"picture";"body"
"";"picture";"hand"
"";"picture";"head"
"";"picture";"horn"
"";"picture";"house"
"";"picture";"tortoise"
"";"picture";"cake"
"";"words";"marry"
"";"words";"borrow"
"";"words";"morning"
"";"words";"diviner"
"Ah_Mpira_Ah_Football";"multiple_choice";"Where did grandmother send me?"
"";"";"shop"
"";"";"school"
"";"";"playground"
"";"";"river"
"";"multiple_choice";"What did I like to play?"
"";"";"football"
"";"";"running"
"";"";"swimming"
"";"";"cards"
"";"multiple_choice";"What happend to the money?"
"";"";"It was lost"
"";"";"It was found"
"";"";"It was safe"
"";"";"It sank"
"";"fill_in_the_blanks";"I like playing with my friend Chuma"
"";"";"playing"
"";"";"reading"
"";"";"writing"
"";"";"walking"
"";"fill_in_the_blanks";"We played until the field was full of sand"
"";"";"sand"
"";"";"water"
"";"";"children"
"";"";"birds"
"";"fill_in_the_blanks";"Never again go to play without permission"
"";"";"permission"
"";"";"jumping"
"";"";"standing"
"";"";"walking"
"";"meanings";"grandmother"
"";"";"the mother of one's father or mother"
"";"meanings";"friend"
"";"";"a person with whom one has a bond of mutual affection"
"";"meanings";"salt"
"";"";"a white substance which is used for seasoning"
"";"meanings";"football"
"";"";"game involving kicking a ball"
"";"meanings";"worry"
"";"";"feel troubled"
"";"meanings";"truth"
"";"";"a fact or belief that is accepted as true"
"";"meanings";"money"
"";"";"coins and banknotes"
"";"meanings";"forgive"
"";"";"stop feeling angry or resentful towards someone"
"";"picture";"ball"
"";"picture";"shop"
"";"picture";"duck"
"";"picture";"stone"
"";"words";"together"
"";"words";"catch"
"";"words";"shout"
"";"words";"clean"
"Ajali_mbaya_Serious_accident";"multiple_choice";"What was the truck driver doing?"
"";"";"talking on his cell phone"
"";"";"eating his food"
"";"";"sleeping"
"";"";"writing"
"";"multiple_choice";"What was coming up the hill?"
"";"";"A car"
"";"";"A horse"
"";"";"A ship"
"";"";"A cart"
"";"multiple_choice";"Who came to help?"
"";"";"The police"
"";"";"Teacher"
"";"";"Barber"
"";"";"Carpenter"
"";"fill_in_the_blanks";"One day my sister and I were walking near the road"
"";"";"sister"
"";"";"friend"
"";"";"mother"
"";"";"father"
"";"fill_in_the_blanks";"The truck smashed into the car"
"";"";"truck"
"";"";"man"
"";"";"lion"
"";"";"boat"
"";"fill_in_the_blanks";"We were shocked"
"";"";"shocked"
"";"";"happy"
"";"";"jumping"
"";"";"laughing"
"";"meanings";"truck"
"";"";"a large, heavy road vehicle"
"";"meanings";"speed"
"";"";"move quickly"
"";"meanings";"smash"
"";"";" crash and severely damage"
"";"meanings";"everything"
"";"";"all things"
"";"picture";"car"
"";"picture";"tire"
"";"picture";"ambulance"
"";"picture";"truck"
"";"words";"walking"
"";"words";"looking"
"";"words";"talking"
"";"words";"speeding"
"Akai_amefurahi_Happy_Akai";"multiple_choice";"What did Akai want?"
"";"";"shoes"
"";"";"sweets"
"";"";"necklace"
"";"";"dress"
"";"multiple_choice";"Where did Akai and her mother go?"
"";"";"market"
"";"";"river"
"";"";"school"
"";"";"hotel"
"";"multiple_choice";"What did Akai do with her shoes?"
"";"";"Danced around the room"
"";"";"Keep in her bag"
"";"";"Clean them"
"";"";"Go to school"
"";"fill_in_the_blanks";"Akai had no shoes"
"";"";"shoes"
"";"";"hair"
"";"";"ball"
"";"";"dress"
"";"fill_in_the_blanks";"At night, Akai thought about her new shoes"
"";"";"new"
"";"";"dirty"
"";"";"red"
"";"";"old"
"";"fill_in_the_blanks";"Akai was so happy to have shoes for the first time"
"";"";"first"
"";"";"second"
"";"";"third"
"";"";"fourth"
"";"meanings";"children"
"";"";"plural of child"
"";"meanings";"morning"
"";"";"the period of time from sunrise to noon"
"";"meanings";"difficult"
"";"";"needing much effort or skill to accomplish"
"";"meanings";"thought"
"";"";"have a particular belief or idea"
"";"words";"good"
"";"words";"without"
"";"words";"dance"
"";"words";"night"
"Anansi_awapa_watu_hadithi_Anansi_gives_people_stor";"multiple_choice";"Whom did the people ask for help?"
"";"";"Anansi the Spider"
"";"";"Nyame the Sky God"
"";"";"leopard"
"";"";"snake"
"";"multiple_choice";"How did Anansi catch the leopard?"
"";"";"By digging a deep hole"
"";"";"By shooting"
"";"";"By talking"
"";"";"By shouting loudly"
"";"multiple_choice";"Where were the stories kept?"
"";"";"In a wooden box"
"";"";"In a bag"
"";"";"In a deep hole"
"";"";"In the tree trunk"
"";"fill_in_the_blanks";"Anansi took a gourd full of water and went to the tree where the hornets lived"
"";"";"water"
"";"";"honey"
"";"";"poison"
"";"";"air"
"";"fill_in_the_blanks";"Anansi carried the stories triumphantly down to earth"
"";"";"earth"
"";"";"heaven"
"";"";"river"
"";"";"ocean"
"";"fill_in_the_blanks";"People down on earth had no stories to tell and they were very sad"
"";"";"sad"
"";"";"happy"
"";"";"delighted"
"";"";"jealous"
"";"meanings";"expensive"
"";"";"costing a lot of money"
"";"meanings";"swallow"
"";"";"cause or allow something to pass down the throat"
"";"meanings";"thread"
"";"";"a long, thin strand of fibre"
"";"meanings";"hornet"
"";"";"a large, fairly docile wasp"
"";"meanings";"stream"
"";"";"a small, narrow river"
"";"meanings";"argument"
"";"";"an exchange of diverging or opposite views"
"";"meanings";"supper"
"";"";"an evening meal"
"";"meanings";"creature"
"";"";"an animal"
"";"picture";"snake"
"";"picture";"spider"
"";"picture";"leopard"
"";"picture";"hornet"
"";"picture";"stick"
"";"picture";"leaf"
"";"picture";"box"
"";"picture";"nest"
"";"words";"clever"
"";"words";"thread"
"";"words";"sharp"
"";"words";"banana"
"Anansi_Kunguru_na_Mamba_Anansi_the_crows";"multiple_choice";"What did the crows get everyday?"
"";"";"Ripe figs"
"";"";"Apples"
"";"";"oranges"
"";"";"stones"
"";"multiple_choice";"Where did Anansi the Spider fall?"
"";"";"Into the river"
"";"";"On a boat"
"";"";"On a car"
"";"";"In a box"
"";"multiple_choice";"What did the crocodiles give Anansi to eat?"
"";"";"mud soup"
"";"";"figs"
"";"";"oranges"
"";"";"apples"
"";"fill_in_the_blanks";"The sight of so many figs made Anansi's mouth water"
"";"";"mouth"
"";"";"eyes"
"";"";"legs"
"";"";"ears"
"";"fill_in_the_blanks";"Anansi fell into the river right among the crocodiles"
"";"";"crocodiles"
"";"";"crows"
"";"";"lions"
"";"";"elephants"
"";"fill_in_the_blanks";"I want to go and fetch my wife and children from across the river"
"";"";"wife"
"";"";"friend"
"";"";"teacher"
"";"";"father"
"";"meanings";"eventually"
"";"";"in the end"
"";"meanings";"distance"
"";"";"the length of the space between two points"
"";"meanings";"luscious"
"";"";"having a pleasingly rich, sweet taste"
"";"meanings";"suspicious"
"";"";"showing a cautious distrust of someone"
"";"meanings";"grumpy"
"";"";"bad-tempered and sulky"
"";"meanings";"morsel"
"";"";"a small piece or amount of food"
"";"meanings";"beneath"
"";"";"extending or directly underneath"
"";"meanings";"exclaim"
"";"";"cry out suddenly in surprise"
"";"picture";"spider"
"";"picture";"fire"
"";"picture";"crow"
"";"picture";"crocodile"
"";"words";"morning"
"";"words";"beeswax"
"";"words";"darkness"
"";"words";"disappear"
"Anansi_na_Hekima_Anansi_and_Wisdom";"multiple_choice";"Where did the god Nyame keep wisdom?"
"";"";"clay pot"
"";"";"wardrobe"
"";"";"bag"
"";"";"wooden box"
"";"multiple_choice";"Where was Anansi trying to keep the pot?"
"";"";"Top of a tall tree"
"";"";"In a hole"
"";"";"In a cave"
"";"";"In the clouds"
"";"multiple_choice";"Why did Anansi get angry?"
"";"";"Because his son was cleverer than him"
"";"";"Because he was hungry"
"";"";"Because he was alone"
"";"";"Because he could not climb the tree"
"";"fill_in_the_blanks";"One day, Nyame decided that he would give the pot of wisdom to Anansi"
"";"";"wisdom"
"";"";"abundance"
"";"";"water"
"";"";"honey"
"";"fill_in_the_blanks";"Anansi tried tying the clay pot full of wisdom to his back"
"";"";"back"
"";"";"head"
"";"";"face"
"";"";"hand"
"";"fill_in_the_blanks";"The wisdom was free for everyone to share"
"";"";"wisdom"
"";"";"food"
"";"";"water"
"";"";"air"
"";"meanings";"stomach"
"";"";"the internal organ in which the major part of the digestion of food occurs"
"";"meanings";"wisdom"
"";"";"the quality of having experience and knowledge"
"";"meanings";"weave"
"";"";"form fabric by interlacing long threads"
"";"meanings";"climb"
"";"";"go up a slope"
"";"meanings";"angry"
"";"";"feeling or showing strong annoyance"
"";"meanings";"clever"
"";"";"quick to understand"
"";"meanings";"tool"
"";"";"a device or implement, especially one held in the hand"
"";"meanings";"bottom"
"";"";"the lowest point or part of something"
"";"picture";"pot"
"";"picture";"piece"
"";"picture";"tree"
"";"picture";"cloud"
"";"words";"plant"
"";"words";"something"
"";"words";"instead"
"";"words";"share"
"Anansi_na_Tai_Anansi";"multiple_choice";"Where did Anansi and the Rabbit live?"
"";"";"peaceful village in the mountains"
"";"";"busy city"
"";"";"small town"
"";"";"crowded street"
"";"multiple_choice";"What did Anansi fill in the big basket?"
"";"";"money"
"";"";"carrots"
"";"";"honey"
"";"";"toys"
"";"multiple_choice";"In the end, who got the farm?"
"";"";"Rabbit"
"";"";"Anansi"
"";"";"Vulture"
"";"";"Chief"
"";"fill_in_the_blanks";"Rabbit owned a big farm with lots of vegetables and fruit"
"";"";"vegetables"
"";"";"animals"
"";"";"trees"
"";"";"sheep"
"";"fill_in_the_blanks";"Anansi saw Vulture sitting on his basket"
"";"";"Vulture"
"";"";"Rabbit"
"";"";"Crow"
"";"";"Chief"
"";"fill_in_the_blanks";"Anansi happily headed home with his basket on his head"
"";"";"basket"
"";"";"fruits"
"";"";"clothes"
"";"";"shoes"
"";"meanings";"protect"
"";"";"keep safe from harm"
"";"meanings";"precious"
"";"";"of great value"
"";"meanings";"drizzle"
"";"";"light rain falling in very fine drops"
"";"meanings";"peaceful"
"";"";"free from disturbance"
"";"meanings";"discuss"
"";"";"talk about something with people"
"";"meanings";"furious"
"";"";"extremely angry"
"";"meanings";"judgement"
"";"";"a decision of a law court or judge"
"";"meanings";"decision"
"";"";"a conclusion or resolution reached after consideration"
"";"picture";"basket"
"";"picture";"money"
"";"picture";"road"
"";"picture";"house"
"";"picture";"vulture"
"";"picture";"rabbit"
"";"picture";"hill"
"";"picture";"cloud"
"";"words";"friend"
"";"words";"maize"
"";"words";"downpour"
"";"words";"vegetables"
"Barua_kwa_mama_Letter_to_mum";"multiple_choice";"Where was mother going?"
"";"";"hospital"
"";"";"store"
"";"";"work"
"";"";"market"
"";"multiple_choice";"What did I write?"
"";"";"a letter to mum"
"";"";"a book"
"";"";"homework"
"";"";"a poem"
"";"multiple_choice";"What was mother getting back from the hospital?"
"";"";"a baby"
"";"";"a pet"
"";"";"fruits"
"";"";"books"
"";"fill_in_the_blanks";"Your mother is going to the hospital to have a baby"
"";"";"mother"
"";"";"father"
"";"";"sister"
"";"";"brother"
"";"fill_in_the_blanks";"We will always love you"
"";"";"love"
"";"";"hate"
"";"";"call"
"";"";"teach"
"";"fill_in_the_blanks";"Please hurry up and return home"
"";"";"home"
"";"";"school"
"";"";"shop"
"";"";"river"
"";"meanings";"explain"
"";"";"make an idea clear to someone"
"";"meanings";"follow"
"";"";"go or come after"
"";"meanings";"finish"
"";"";"bring a task to an end"
"";"meanings";"hospital"
"";"";"an institution providing medical treatment"
"";"picture";"book"
"";"picture";"bag"
"";"picture";"chair"
"";"picture";"pencil"
"";"words";"small"
"";"words";"shoulder"
"";"words";"understand"
"";"words";"outside"
"Basi_kubwa_la_bluu_Big_blue_bus";"multiple_choice";"What color was the big bus?"
"";"";"blue"
"";"";"red"
"";"";"green"
"";"";"white"
"";"multiple_choice";"What did Ebei want to buy in the town?"
"";"";"uniform"
"";"";"sweets"
"";"";"shoes"
"";"";"toys"
"";"multiple_choice";"What happened to the big blue bus?"
"";"";"it broke down"
"";"";"it came on time"
"";"";"it took a different route"
"";"";"it was full"
"";"fill_in_the_blanks";"There was only one bus in Ebei’s village"
"";"";"bus"
"";"";"tree"
"";"";"dog"
"";"";"house"
"";"fill_in_the_blanks";"Ebei and his mother walked to the bus stop"
"";"";"walked"
"";"";"ran"
"";"";"crawled"
"";"";"rode"
"";"fill_in_the_blanks";"Ebei looked out the window"
"";"";"window"
"";"";"door"
"";"";"house"
"";"";"school"
"";"meanings";"wait"
"";"";"stay where one is"
"";"meanings";"travel"
"";"";"make a journey"
"";"meanings";"uniform"
"";"";"he distinctive clothing worn by members of the same organization"
"";"meanings";"noise"
"";"";"a sound, especially one that is loud or unpleasant"
"";"meanings";"complain"
"";"";"express dissatisfaction or annoyance about something"
"";"meanings";"dust"
"";"";"fine, dry powder consisting of tiny particles of earth"
"";"meanings";"shout"
"";"";"utter a loud cry"
"";"meanings";"window"
"";"";"an opening in the wall or roof of a building or vehicle"
"";"picture";"bus"
"";"picture";"bed"
"";"picture";"uniform"
"";"picture";"house"
"";"words";"village"
"";"words";"tomorrow"
"";"words";"people"
"";"words";"running"
"Bi_Simu";"multiple_choice";"How many cellphones does she have?"
"";"";"five"
"";"";"one"
"";"";"two"
"";"";"three"
"";"multiple_choice";"What was the pink phone for?"
"";"";"communicating with her best friends"
"";"";"talking to her boss"
"";"";"talking to the police"
"";"";"communicating with her parents"
"";"multiple_choice";"What does Ms Phone like?"
"";"";"happy people"
"";"";"fighting"
"";"";"running"
"";"";"walking"
"";"fill_in_the_blanks";"The yellow one is for communicating with family"
"";"";"family"
"";"";"animals"
"";"";"trees"
"";"";"dogs"
"";"fill_in_the_blanks";"The purple one is for communicating with people who need her help"
"";"";"purple"
"";"";"white"
"";"";"black"
"";"";"green"
"";"fill_in_the_blanks";"She lets the children watch television at her shop"
"";"";"children"
"";"";"adults"
"";"";"cats"
"";"";"birds"
"";"meanings";"owe"
"";"";"have an obligation to pay or repay"
"";"meanings";"fight"
"";"";"take part in a violent struggle"
"";"meanings";"arrange"
"";"";"put things in a neat, attractive, or required order"
"";"meanings";"communicate"
"";"";"share or exchange information, news, or ideas"
"";"meanings";"home"
"";"";"the place where one lives permanently"
"";"meanings";"work"
"";"";"activity involving mental or physical effort done in order to achieve a result"
"";"meanings";"sick"
"";"";"affected by physical or mental illness"
"";"meanings";"visit"
"";"";"go to see and spend time with someone"
"";"picture";"television"
"";"picture";"table"
"";"picture";"phone"
"";"picture";"cup"
"";"words";"yellow"
"";"words";"family"
"";"words";"something"
"";"words";"elderly"
"Binti_wa_Mflame_Kayanja";"multiple_choice";"What was King Kayanja's daughter's name?"
"";"";"Princess Apenyo"
"";"";"Farida"
"";"";"Sarah"
"";"";"Beatrice"
"";"multiple_choice";"What did Chief Aludah agree to give King Kayanja?"
"";"";"half his wealth"
"";"";"a car"
"";"";"a village"
"";"";"a box"
"";"multiple_choice";"What did Trevor give Kategga for crossing the river?"
"";"";"a cowrie shell"
"";"";"a coin"
"";"";"a stone"
"";"";"a pearl"
"";"fill_in_the_blanks";"That night Apenyo crept out of the palace"
"";"";"palace"
"";"";"shop"
"";"";"tent"
"";"";"hut"
"";"fill_in_the_blanks";"A heavy storm was coming"
"";"";"storm"
"";"";"animal"
"";"";"vehicle"
"";"";"man"
"";"fill_in_the_blanks";"Princess Apenyo was such a beautiful young woman that every man wanted to marry her"
"";"";"beautiful"
"";"";"short"
"";"";"tall"
"";"";"ugly"
"";"meanings";"drizzle"
"";"";"light rain falling in very fine drops"
"";"meanings";"precious"
"";"";"of great value"
"";"meanings";"princess"
"";"";"free from disturbance"
"";"meanings";"protect"
"";"";"keep safe from harm"
"";"meanings";"discuss"
"";"";"talk about something with people"
"";"meanings";"furious"
"";"";"extremely angry"
"";"meanings";"judgement"
"";"";"a decision of a law court or judge"
"";"meanings";"decision"
"";"";"a conclusion or resolution reached after consideration"
"";"picture";"basket"
"";"picture";"money"
"";"picture";"road"
"";"picture";"house"
"";"picture";"vulture"
"";"picture";"rabbit"
"";"picture";"hill"
"";"picture";"cloud"
"";"words";"friend"
"";"words";"maize"
"";"words";"downpour"
"";"words";"vegetables"
"Bunty_and_Bubbly";"multiple_choice";"Who does Bunty love to play with?"
"";"";"butterflies"
"";"";"toy cars"
"";"";"dogs"
"";"";"cats"
"";"multiple_choice";"Why did Bunty refuse to clean up?"
"";"";"Because she hated soap"
"";"";"Because the water was cold"
"";"";"Because she was sick"
"";"";"Because she was already clean"
"";"multiple_choice";"Whom did the Soap King attack?"
"";"";"germs"
"";"";"bugs"
"";"";"children"
"";"";"birds"
"";"fill_in_the_blanks";"Bunty loves to play with paper boats"
"";"";"boats"
"";"";"lanterns"
"";"";"swans"
"";"";"books"
"";"fill_in_the_blanks";"Bunty is chased by the germs"
"";"";"germs"
"";"";"cars"
"";"";"crows"
"";"";"crocodiles"
"";"fill_in_the_blanks";"The army of bubbles chases the germs away"
"";"";"bubbles"
"";"";"boys"
"";"";"girls"
"";"";"toys"
"";"meanings";"butterfly"
"";"";"a nectar-feeding insect with two pairs of large wings"
"";"meanings";"scream"
"";"";"give a long, loud, piercing cry or cries expressing extreme emotion or pain"
"";"meanings";"castle"
"";"";"a large building, typically of the medieval period, fortified against attack with thick walls"
"";"meanings";"refuse"
"";"";"indicate or show that one is not willing to do something"
"";"meanings";"dream"
"";"";"a series of thoughts, images, and sensations occurring in a person's mind during sleep"
"";"meanings";"scrub"
"";"";"rub someone or something hard so as to clean them"
"";"meanings";"attack"
"";"";"take aggressive military action against enemy forces with weapons or armed force"
"";"meanings";"germ"
"";"";"a microorganism, especially one which causes disease"
"";"picture";"butterfly"
"";"picture";"bird"
"";"picture";"boat"
"";"picture";"castle"
"";"picture";"bubble"
"";"picture";"germ"
"";"picture";"crown"
"";"picture";"soap"
"";"words";"paper"
"";"words";"sand"
"";"words";"night"
"";"words";"afraid"
"Demane_and_Demazane";"multiple_choice";"Why did Demane and Demazane run away from their uncle's house?"
"";"";"because they were badly treated"
"";"";"because they wanted to go to the city"
"";"";"because they wanted to see the circus"
"";"";"because they wanted to eat ice cream"
"";"multiple_choice";"Where did Demane and Demazane stay in the forest?"
"";"";"in a cave"
"";"";"on a tree"
"";"";"in a hole"
"";"";"in the river"
"";"multiple_choice";"Who grabbed Demazane from the cave?"
"";"";"A huge hairy man"
"";"";"A lion"
"";"";"A bear"
"";"";"A friend"
"";"fill_in_the_blanks";"The swallows can enter it. It has two holes"
"";"";"swallows"
"";"";"bees"
"";"";"men"
"";"";"children"
"";"fill_in_the_blanks";"As she was being carried away, she dropped some ashes here and there along the path"
"";"";"ashes"
"";"";"stones"
"";"";"coffee"
"";"";"water"
"";"fill_in_the_blanks";"Demane replaced the bag with his own bag full of bees"
"";"";"bees"
"";"";"birds"
"";"";"butterflies"
"";"";"rats"
"";"meanings";"argue"
"";"";"give reasons or cite evidence in support of an idea"
"";"meanings";"porridge"
"";"";"a dish consisting of cereal boiled in water or milk"
"";"meanings";"swallow"
"";"";"a migratory songbird with a forked tail and long pointed wings"
"";"meanings";"cave"
"";"";"a natural underground chamber in a hillside or cliff"
"";"meanings";"promise"
"";"";"a declaration or assurance that one will do something"
"";"meanings";"howl"
"";"";"a loud cry of pain, fear, anger, or amusement"
"";"meanings";"trap"
"";"";"a device or enclosure designed to catch and retain animals"
"";"meanings";"honey"
"";"";"a sweet, sticky yellowish-brown fluid made by bees"
"";"picture";"cave"
"";"picture";"fire"
"";"picture";"tree"
"";"picture";"door"
"";"picture";"bag"
"";"picture";"hive"
"";"picture";"bee"
"";"picture";"wood"
"";"words";"strong"
"";"words";"boring"
"";"words";"perhaps"
"";"words";"distance"
"Fahali_na_Punda";"multiple_choice";"What did the ox like to do?"
"";"";"stay at home and rest"
"";"";"work"
"";"";"play"
"";"";"plough the field"
"";"multiple_choice";"Where would the donkey carry things to?"
"";"";"market"
"";"";"field"
"";"";"house"
"";"";"garden"
"";"multiple_choice";"Whose idea was it for the ox to rest at home?"
"";"";"donkey"
"";"";"ox"
"";"";"farmer"
"";"";"farmer's wife"
"";"fill_in_the_blanks";"The donkey and the ox were friends"
"";"";"friends"
"";"";"enemies"
"";"";"brothers"
"";"";"sisters"
"";"fill_in_the_blanks";"The farmer thought his poor old ox was sick"
"";"";"sick"
"";"";"happy"
"";"";"sad"
"";"";"resting"
"";"fill_in_the_blanks";"The ox rested at home while the donkey ploughed the field"
"";"";"rested"
"";"";"played"
"";"";"swam"
"";"";"worked"
"";"meanings";"master"
"";"";"a man who has people working for him"
"";"meanings";"farmer"
"";"";"a person who owns or manages a farm"
"";"meanings";"lazy"
"";"";"unwilling to work or use energy"
"";"meanings";"plough"
"";"";"a large farming implement with one or more blades fixed in a frame, drawn over soil to turn it over"
"";"meanings";"tired"
"";"";"in need of sleep or rest"
"";"meanings";"idea"
"";"";"a thought or suggestion as to a possible course of action"
"";"meanings";"field"
"";"";"an area of open land"
"";"meanings";"whip"
"";"";"a strip of leather or length of cord fastened to a handle, used for flogging"
"";"picture";"donkey"
"";"picture";"plough"
"";"picture";"grass"
"";"picture";"ox"
"";"picture";"sack"
"";"picture";"whip"
"";"picture";"tree"
"";"picture";"stone"
"";"words";"grass"
"";"words";"heavy"
"";"words";"tomorrow"
"";"words";"better"
"Fisi_mlafi";"multiple_choice";"Where was Atabo stuck to?"
"";"";"a rock"
"";"";"a tree"
"";"";"a bush"
"";"";"a stream"
"";"multiple_choice";"What did Atabo's mother make?"
"";"";"a fence"
"";"";"a house"
"";"";"a blanket"
"";"";"a hat"
"";"multiple_choice";"What happened to fox's tail?"
"";"";"It caught fire"
"";"";"It disappeared"
"";"";"It became wet"
"";"";"It turned blue"
"";"fill_in_the_blanks";"Never open the door to a stranger"
"";"";"stranger"
"";"";"guest"
"";"";"friend"
"";"";"relative"
"";"fill_in_the_blanks";"The animal that ate Atabo will fall into the fire and burn"
"";"";"fire"
"";"";"well"
"";"";"river"
"";"";"pit"
"";"fill_in_the_blanks";"Hyena was hiding and listening"
"";"";"hiding"
"";"";"running"
"";"";"flying"
"";"";"sleeping"
"";"meanings";"fence"
"";"";"a barrier, railing, or other upright structure, enclosing an area"
"";"meanings";"continue"
"";"";"persist in an activity or process"
"";"meanings";"listen"
"";"";"give one's attention to a sound"
"";"meanings";"stranger"
"";"";"a person whom one does not know or with whom one is not familiar"
"";"meanings";"meeting"
"";"";"an assembly of people for a particular purpose"
"";"meanings";"voice"
"";"";"the sound produced in a person's larynx and uttered through the mouth"
"";"meanings";"practise"
"";"";"perform an activity repeatedly"
"";"meanings";"remain"
"";"";"continue to exist, especially after other similar people or things have ceased to do so"
"";"picture";"pot"
"";"picture";"rock"
"";"picture";"fence"
"";"picture";"door"
"";"picture";"fly"
"";"picture";"fox"
"";"picture";"fire"
"";"picture";"hyena"
"";"words";"water"
"";"words";"continue"
"";"words";"protect"
"";"words";"nothing"
"Hadithi_kumhusu_Wangari_Maathai";"multiple_choice";"Where did Wangari Mathai live?"
"";"";"village on the slopes of Mount Kenya"
"";"";"city"
"";"";"island"
"";"";"town"
"";"multiple_choice";"Where did Wangari go to study?"
"";"";"America"
"";"";"England"
"";"";"Germany"
"";"";"India"
"";"multiple_choice";"What did Wangari teach the women to do?"
"";"";"plant trees from seeds"
"";"";"cooking"
"";"";"how to read"
"";"";"a foreign language"
"";"fill_in_the_blanks";"Wangari loved being outside"
"";"";"outside"
"";"";"inside"
"";"";"at home"
"";"";"in her room"
"";"fill_in_the_blanks";"Wangari was a clever child and couldn’t wait to go to school"
"";"";"school"
"";"";"park"
"";"";"restaurant"
"";"";"circus"
"";"fill_in_the_blanks";"Today, millions of trees have grown from Wangari’s seeds"
"";"";"trees"
"";"";"rocks"
"";"";"paper"
"";"";"clothes"
"";"meanings";"narrow"
"";"";"of small width in relation to length"
"";"meanings";"slope"
"";"";"a surface of which one end or side is at a higher level than another"
"";"meanings";"machete"
"";"";"a broad, heavy knife used as an implement or weapon"
